summary_level,year,market,turnover_bucket,consecutive_limit_up_count,symbol,trades,win_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,total_net_pnl,profit_factor,max_drawdown,worst_trade,best_trade,average_turnover_twd,average_volume_ratio_20d,average_entry_price,average_shares,total_buy_notional,trade_share,abs_net_pnl_share
by_symbol,,TPEX,,,1336,1,0.0,-0.00528169014084507,-0.00528169014084507,-0.010059096830985916,-0.010059096830985916,-857.0350500000001,0.0,-857.0350500000001,-857.0350500000001,-857.0350500000001,177326897.0,8.56547742157413,28.4,3000.0,85200.0,0.00017047391749062393,5.390765086540852e-05
by_symbol,,TPEX,,,1569,7,0.5714285714285714,0.012768230471265683,0.007532956685499058,0.007920447140658217,0.0027055856873822977,3254.5793,2.9304124760031467,-858.192,-858.192,2018.0261,1100621602.7142856,5.390128746069779,60.285714285714285,1000.0,422000.0,0.0011933174224343676,0.000416806703686526
by_symbol,,TPEX,,,1570,3,1.0,0.015127451532199979,0.01366120218579235,0.01027046959867593,0.008809937158469946,2494.4186,inf,0.0,64.49959999999999,1785.0316,150905412.66666666,8.114422112214092,37.916666666666664,2000.0,227500.0,0.0005114217524718718,0.00015689935551758486
by_symbol,,TPEX,,,1584,6,0.6666666666666666,0.006985547614695053,0.007904797362948702,0.002160310964545356,0.003075976558030566,1039.03945,2.20913893956839,-479.32019999999994,-479.32019999999994,746.9481000000001,782091195.6666666,6.6762596393109135,31.00833333333333,2833.3333333333335,520450.0,0.0010228435049437436,0.00017345873433864217
by_symbol,,TPEX,,,1586,1,1.0,0.032590051457975985,0.032590051457975985,0.027664982847341337,0.027664982847341337,2419.30275,inf,0.0,2419.30275,2419.30275,109467238.0,8.089882706011904,29.15,3000.0,87450.0,0.00017047391749062393,0.0001521745557369243
by_symbol,,TPEX,,,1591,6,0.6666666666666666,0.030889075048346926,0.04097619588104985,0.025970638544733426,0.036018429693309637,9722.038799999998,9.123173964236786,-1040.3276999999998,-1040.3277,3697.0038,280928186.8333333,5.450107275892441,62.67499999999999,1166.6666666666667,423500.0,0.0010228435049437436,0.0007620792196820011
by_symbol,,TPEX,,,1595,9,1.0,0.05969692141709421,0.05660377358490566,0.05466616312048896,0.05158507547169811,38478.2069,inf,0.0,317.93719999999996,19942.6695,307937705.4444444,11.495362961190786,55.83333333333334,1333.3333333333333,637600.0,0.0015342652574156155,0.002420285778851347
by_symbol,,TPEX,,,1781,1,0.0,-0.07518796992481203,-0.07518796992481203,-0.0796928120300752,-0.0796928120300752,-7949.358,0.0,-7949.358,-7949.358,-7949.358,129504993.0,13.41146557855787,19.95,5000.0,99750.0,0.00017047391749062393,0.0005000159744553529
by_symbol,,TPEX,,,1785,5,0.8,0.015668097887472473,0.012084592145015106,0.01080900797380922,0.007239474320241692,3623.254,7.814193743492834,-531.7215999999999,-531.7216000000001,2128.9631,3675448810.0,3.9803995890564727,64.88,1000.0,324400.0,0.0008523695874531196,0.00029479405348647954
by_symbol,,TPEX,,,1799,1,0.0,0.0026041666666666665,0.0026041666666666665,-0.002203986979166667,-0.002203986979166667,-169.26620000000003,0.0,-169.26620000000003,-169.26620000000003,-169.26620000000003,122316890.0,3.6168431030183195,76.8,1000.0,76800.0,0.00017047391749062393,1.064687285883397e-05
by_symbol,,TPEX,,,1815,16,0.625,0.014114069940905694,0.009347222575962101,0.009261039182206103,0.004512777755138426,12570.30895,3.3886791609188704,-2980.4687000000004,-1808.129,6161.6386,3152573386.0,4.804384511004658,26.259375,3625.0,1397300.0,0.002727582679849983,0.0014526928097139099
by_symbol,,TPEX,,,2061,4,0.75,0.020870974663345247,0.024372995816432715,0.015991598733132863,0.01947996550574444,3979.8576499999854,2.654218600545417,-2405.8837500000145,-2405.8837500000145,3423.7061,267305950.0,3.801435257739122,39.3875,2500.0,343500.0,0.0006818956699624957,0.0005529947218911824
by_symbol,,TPEX,,,2070,11,0.7272727272727273,0.037762549386508575,0.045785639958376693,0.03281731320645057,0.04080912174817898,25897.228200000016,8.969180465466573,-2524.4034,-2524.4034,5557.2608,627850973.5454545,3.899751974887637,71.74545454545455,1000.0,789200.0,0.0018752130923968633,0.002037750006682121
by_symbol,,TPEX,,,2221,3,0.3333333333333333,-0.03183219330760314,-0.003787878787878788,-0.0365060795858968,-0.008571109848484849,-9907.133,0.025405201751941223,-10165.3867,-9712.8321,258.2537,154587531.0,3.829130278160648,48.449999999999996,1666.6666666666667,237900.0,0.0005114217524718718,0.0006556487595574616
by_symbol,,TPEX,,,2230,2,0.5,0.006454789751732984,0.006454789751732984,0.001631622526490975,0.001631622526490975,144.93579999999974,1.0679534626724525,-2132.8685,-2132.8685,2277.8043,308040603.5,2.921231171248265,88.69999999999999,1000.0,177400.0,0.00034094783498124785,0.0002774320716334225
by_symbol,,TPEX,,,2641,2,1.0,0.09025010693140631,0.09025010693140631,0.08510022176448076,0.08510022176448076,14330.8328,inf,0.0,7146.2244,7184.6084,715120080.0,8.647584009623477,21.1,4000.0,168800.0,0.00034094783498124785,0.0009014118281311188
by_symbol,,TPEX,,,2734,4,0.75,0.017997347573664793,0.024118738404452687,0.01312917591547507,0.01922669944341373,4909.111649999999,5.678661376694105,-1049.2556,-1049.2556,2880.7427,200012234.0,11.143935856323598,40.099999999999994,2000.0,295150.0,0.0006818956699624957,0.0004407806728490964
by_symbol,,TPEX,,,2736,5,0.6,0.019693638967243215,0.010619469026548672,0.014818853468909937,0.0057800637168141595,7488.582500000015,3.277836264630591,-3287.585949999999,-1814.1781,8959.023750000015,491649253.6,7.245880867979198,32.199999999999996,2600.0,411500.0,0.0008523695874531196,0.0008846125512043569
by_symbol,,TPEX,,,2743,5,1.0,0.07890431372307705,0.08955223880597014,0.07379866580387077,0.08440507462686568,30411.860099999998,inf,0.0,2002.0044,8992.7555,1060981560.8,8.555259446728876,81.75999999999999,1000.0,408800.0,0.0008523695874531196,0.0019129111889163084
by_symbol,,TPEX,,,2745,6,0.8333333333333334,0.026423705272225383,0.013223518645618852,0.021522679245368978,0.008373960146419583,10667.949099999993,20.17030891694964,-556.4829,-556.4829,8245.7739,158725236.83333334,6.033317179239146,68.86666666666667,1000.0,413200.0,0.0010228435049437436,0.0007410215571746905
by_symbol,,TPEX,,,3066,3,0.6666666666666666,0.0016048799686860006,0.019966722129783693,-0.0031993774583119056,0.015090871880199667,-1432.6402500000004,0.741266387612083,-5537.1246,-5537.1246,2744.04225,206157283.0,14.57095204160808,29.71666666666667,3000.0,267450.0,0.0005114217524718718,0.0006064588479285626
by_symbol,,TPEX,,,3071,7,1.0,0.053512860567152064,0.05786163522012579,0.04850621392380073,0.052838032704402516,27824.1412,inf,0.0,1735.6122,7473.3629,387780108.85714287,5.312735878353566,37.957142857142856,2285.714285714286,595200.0,0.0011933174224343676,0.0017501432286105788
by_symbol,,TPEX,,,3073,5,1.0,0.046706050795740923,0.036637931034482756,0.04172594390368833,0.03169707974137931,19006.701,inf,0.0,192.70940000000002,8802.1717,275320544.0,3.648239634529529,87.97999999999999,1000.0,439900.0,0.0008523695874531196,0.0011955247356700417
by_symbol,,TPEX,,,3078,2,0.5,0.013357784191117524,0.013357784191117524,0.008507702190556356,0.008507702190556356,941.7133999999999,12.601556215066157,-81.17130000000009,-81.17130000000003,1022.8847,1925277922.5,5.495860480024645,67.95,1000.0,135900.0,0.00034094783498124785,6.944531076513087e-05
by_symbol,,TPEX,,,3083,2,0.5,0.0077944937565819165,0.0077944937565819165,0.0029661030254250036,0.0029661030254250036,343.2815,5.477693804718723,-76.66480000000001,-76.66480000000001,419.9463,323082215.5,8.920232019273504,57.65,1000.0,115300.0,0.00034094783498124785,3.123692291778088e-05
by_symbol,,TPEX,,,3086,1,1.0,0.010638297872340425,0.010638297872340425,0.00579881914893617,0.00579881914893617,545.0889999999999,inf,0.0,545.0889999999999,545.0889999999999,124187977.0,15.784921009645416,94.0,1000.0,94000.0,0.00017047391749062393,3.428619109868921e-05
by_symbol,,TPEX,,,3093,6,0.8333333333333334,0.048962619670107156,0.05397884476226961,0.04397371441601341,0.048970381246541524,21440.3371,44.291353293887134,-495.2567999999992,-495.2568,7679.3003,222657838.83333334,3.493184193176534,42.78333333333333,1833.3333333333333,451700.0,0.0010228435049437436,0.0014109043360008488
by_symbol,,TPEX,,,3105,2,0.5,0.005571143350933809,0.005571143350933809,0.0007514214630085165,0.0007514214630085165,184.09109999999987,1.2180723039996701,-844.1746,-844.1746,1028.2657,1307264976.5,3.459994202558422,95.0,1000.0,190000.0,0.00034094783498124785,0.00011777681433066336
by_symbol,,TPEX,,,3114,4,0.75,0.020576739626748653,0.041711116689153074,0.01569851091894396,0.036750485045182066,4003.367849999984,1.43542554373323,-9194.1502,-9194.1502,6817.355,184561741.25,13.424272047722626,38.4,2250.0,338600.0,0.0006818956699624957,0.0014084397532108542
by_symbol,,TPEX,,,3122,8,1.0,0.06679063594043941,0.07186252546763652,0.061732219250907626,0.0667843334808382,41347.85355,inf,0.0,20.837800000000016,9288.707,362204349.75,4.838914825907134,42.175,2000.0,651950.0,0.0013637913399249914,0.0026007870427323158
by_symbol,,TPEX,,,3128,6,1.0,0.04114250012646762,0.04386887041633908,0.03618408551847452,0.03889982569058577,17768.249399999986,inf,0.0,955.2329,4628.863199999985,626951410.6666666,3.3013348328999794,40.708333333333336,2000.0,469650.0,0.0010228435049437436,0.0011176259187354166
by_symbol,,TPEX,,,3141,3,0.6666666666666666,0.024973543696156897,0.02144469525959368,0.020078171849285578,0.016563082392776523,3884.3502999999996,13.850428088423085,-302.2739999999999,-302.274,2719.1351999999997,469482164.3333333,4.7865287399393575,69.23333333333333,1000.0,207700.0,0.0005114217524718718,0.00028235246892962645
by_symbol,,TPEX,,,3147,5,1.0,0.029521867777397702,0.031630170316301706,0.024608762014933633,0.026708844282238443,9062.0893,inf,0.0,341.7389,3333.8803,236764115.2,11.56372676129146,74.84,1000.0,374200.0,0.0008523695874531196,0.0005700069630705935
by_symbol,,TPEX,,,3162,10,0.7,0.0138247187220329,0.01798502382573179,0.008972816143735695,0.013116900217835261,5303.828599999999,2.638548646324775,-1597.8734000000004,-1597.8734,1847.5939,1020775295.9,5.522232639334766,59.11999999999999,1200.0,680000.0,0.0017047391749062393,0.0007408156534661929
by_symbol,,TPEX,,,3163,3,1.0,0.042438257908231664,0.03245942571785269,0.03747479114064747,0.02753486641697878,9991.8566,inf,0.0,671.2764,7115.0374,1961352697.3333333,3.1968740836003158,80.9,1000.0,242700.0,0.0005114217524718718,0.0006284894848699919
by_symbol,,TPEX,,,3169,1,1.0,0.019076305220883535,0.019076305220883535,0.014203926706827309,0.014203926706827309,1414.7111,inf,0.0,1414.7111,1414.7111,111241517.0,10.187174578622352,99.6,1000.0,99600.0,0.00017047391749062393,8.898556955659869e-05
by_symbol,,TPEX,,,3171,1,0.0,0.0,0.0,-0.004798,-0.004798,-454.85040000000004,0.0,-454.85040000000004,-454.85040000000004,-454.85040000000004,259631905.0,30.517574700761667,31.6,3000.0,94800.0,0.00017047391749062393,2.861016776290703e-05
by_symbol,,TPEX,,,3176,4,0.0,-0.015724958728183233,-0.014351471860511547,-0.020461647114102047,-0.019093515471727412,-6896.5527999999995,0.0,-6896.5527999999995,-3750.1403,-392.28810000000004,199546965.25,5.201874440346173,47.162499999999994,1750.0,316300.0,0.0006818956699624957,0.0004337943477542202
by_symbol,,TPEX,,,3178,3,1.0,0.013604659991482521,0.014957264957264958,0.00875361542217573,0.01010094658119658,2216.3229,inf,0.0,146.16879999999992,1124.7055,254275331.33333334,10.126874003953187,88.23333333333333,1000.0,264700.0,0.0005114217524718718,0.00013940708854113927
by_symbol,,TPEX,,,3188,4,0.5,0.015450198360833115,0.023736600306278787,0.010591958037424225,0.018846051301684603,2410.0344500000137,1.5751970212571196,-4189.9286,-3825.2806,4161.905550000014,278956637.75,3.3878601665362726,42.1875,2000.0,317750.0,0.0006818956699624957,0.0006786860256692972
by_symbol,,TPEX,,,3202,3,1.0,0.05468363759193006,0.0580645161290321,0.04967242608895912,0.053040122580645,13279.427149999987,inf,0.0,1533.993,6812.70275,279767241.6666667,7.454444848123015,17.216666666666665,5333.333333333333,273750.0,0.0005114217524718718,0.0008352782333637652
by_symbol,,TPEX,,,3205,6,0.8333333333333334,0.03221741814177288,0.03381238859180036,0.027293768828970374,0.02888255408868093,10471.4944,105.0337311285701,-100.65480000000025,-100.65480000000002,3909.7616,269331229.0,6.168991960083544,53.63333333333333,1166.6666666666667,371100.0,0.0010228435049437436,0.0006713211925077458
by_symbol,,TPEX,,,3206,2,0.0,-0.013212607292651762,-0.013212607292651762,-0.017959091336817713,-0.017959091336817713,-1899.7708,0.0,-1899.7708,-1155.1031,-744.6677,212924906.0,7.801670826760021,52.65,1000.0,105300.0,0.00034094783498124785,0.00011949590744357286
by_symbol,,TPEX,,,3207,6,0.3333333333333333,0.01820196670811303,0.0007429420505200594,0.013332997239918097,-0.004057954680534917,6234.9321,2.67098624665521,-3731.2887,-1725.7917,6680.3205,1155872928.1666667,5.688904781033732,84.45,1000.0,506700.0,0.0010228435049437436,0.0008615756845086049
by_symbol,,TPEX,,,3213,5,0.8,0.023350438232630014,0.029106029106029108,0.018461394873960986,0.024194544698544696,8194.0098,26.375883463082374,-322.9054,-322.9054,3348.5658,342227070.4,8.229567176121918,81.96000000000001,1000.0,409800.0,0.0008523695874531196,0.0005560262239189004
by_symbol,,TPEX,,,3217,1,1.0,0.08671171171171171,0.08671171171171171,0.08157562274774774,0.08157562274774774,7243.9153,inf,0.0,7243.9153,7243.9153,368054828.0,18.682858155956517,88.8,1000.0,88800.0,0.00017047391749062393,0.00045564350826840863
by_symbol,,TPEX,,,3219,9,0.8888888888888888,0.04131505469824842,0.05065666041275797,0.03635596729997995,0.04566115009380863,22140.41960000001,22.586884393017378,-1025.6421999999984,-1025.6422,5614.8368,240714483.33333334,4.171161754232071,68.57777777777778,1000.0,617200.0,0.0015342652574156155,0.0015216623089934385
by_symbol,,TPEX,,,3221,6,0.5,0.040724582097988606,0.03863014940780938,0.03576779695238855,0.03368153045526834,18261.356150000003,9.611556647738839,-2120.5638999999974,-804.6427,8959.74345,675133400.0,5.77829340635764,38.88333333333334,2166.6666666666665,460300.0,0.0010228435049437436,0.0014154100796473362
by_symbol,,TPEX,,,3224,2,0.0,-0.01584507042253521,-0.01584507042253521,-0.020581290492957746,-0.020581290492957746,-2317.4032,0.0,-2317.4032,-2065.5082,-251.895,186929133.5,6.1478468334851035,54.65,1000.0,109300.0,0.00034094783498124785,0.00014576505665664488
by_symbol,,TPEX,,,3230,11,0.8181818181818182,0.020507818785952474,0.018789144050104383,0.015629858800506043,0.013917885177453028,13942.3885,8.798305104464285,-1426.2932999999994,-1426.2933,6855.5507,355485935.72727275,5.632009999426468,46.309090909090905,1909.090909090909,810300.0,0.0018752130923968633,0.0011018937998132398
by_symbol,,TPEX,,,3232,2,0.0,-0.00966081847316953,-0.00966081847316953,-0.014421150941942643,-0.014421150941942643,-2231.6041,0.0,-2231.6041,-1303.8411,-927.763,166396550.0,4.054408307398923,31.35,2500.0,153700.0,0.00034094783498124785,0.00014036827862829438
by_symbol,,TPEX,,,3234,20,0.6,0.019226420106746182,0.00633425531384715,0.014353456294749978,0.0015115580523784604,22647.36354999999,4.08373781694107,-1820.6526999999987,-1774.39725,8811.7677,376269431.95,5.596959908345328,43.91000000000001,1900.0,1539200.0,0.0034094783498124785,0.0023484167704071195
by_symbol,,TPEX,,,3236,6,0.5,0.010325394642348015,0.005979602206736353,0.0054871359286375,0.0011582877377322885,1949.2988,1.4770138080324742,-2817.458,-1604.1108,2515.8883,716936549.1666666,7.613998293904749,33.05833333333333,3166.6666666666665,507200.0,0.0010228435049437436,0.0006366895410920216
by_symbol,,TPEX,,,3260,1,0.0,-0.0022396416573348264,-0.0022396416573348264,-0.007028909294512878,-0.007028909294512878,-627.6816,0.0,-627.6816,-627.6816,-627.6816,4055427413.0,15.432120447381896,89.3,1000.0,89300.0,0.00017047391749062393,3.948127972997254e-05
by_symbol,,TPEX,,,3264,3,0.3333333333333333,-0.007784350124193017,-0.007741935483870968,-0.012551998943058787,-0.012509749677419354,-2792.4052,0.22241386468806765,-3591.1201,-2621.6145,798.7149,2685125060.6666665,2.5596810077484102,69.43333333333334,1000.0,208300.0,0.0005114217524718718,0.00027612137045824513
by_symbol,,TPEX,,,3265,4,0.75,0.020273548476444834,0.015573967751916664,0.015396501910935176,0.01071524485165194,4420.9912,10.286532421636718,-476.0648,-476.0648,3262.5784,801302805.25,6.461300502022997,70.67500000000001,1000.0,282700.0,0.0006818956699624957,0.0003379702150385384
by_symbol,,TPEX,,,3268,1,1.0,0.09792284866468842,0.09792284866468842,0.09274304747774481,0.09274304747774481,6250.8814,inf,0.0,6250.8814,6250.8814,472067764.0,57.53291186566201,33.7,2000.0,67400.0,0.00017047391749062393,0.00039318150653497313
by_symbol,,TPEX,,,3272,2,0.5,0.04075947136916667,0.04075947136916667,0.035802550190298287,0.035802550190298287,7151.4171,170.7899556496799,-42.119200000000006,-42.119200000000006,7193.5363,291946640.0,7.78455544696158,49.974999999999994,1500.0,149600.0,0.00034094783498124785,0.00045512396543918816
by_symbol,,TPEX,,,3276,3,1.0,0.04758155544768817,0.05263157894736842,0.04259803496299763,0.047628368421052635,11600.20955,inf,0.0,1799.81125,5999.6545,197880886.0,6.2877862584398345,21.600000000000005,4333.333333333333,270800.0,0.0005114217524718718,0.0007296551598292015
by_symbol,,TPEX,,,3284,3,1.0,0.0568050779597317,0.06639839034205232,0.051785594960766713,0.06134150301810865,11764.875100000001,inf,0.0,574.5451,6097.3454,170603018.0,5.618225208596999,39.333333333333336,2333.3333333333335,226100.0,0.0005114217524718718,0.0007400126510181097
by_symbol,,TPEX,,,3287,11,0.9090909090909091,0.04016207957159646,0.040446304044630406,0.0352074876233468,0.035490603905160394,28709.9244,156.5083712581207,-184.6198000000004,-184.61980000000005,5799.6630000000005,419708781.54545456,9.816229034674846,38.75909090909091,2000.0,825800.0,0.0018752130923968633,0.0018290843768524476
by_symbol,,TPEX,,,3289,1,1.0,0.005165289256198347,0.005165289256198347,0.00034714979338842933,0.00034714979338842933,33.60409999999996,inf,0.0,33.60409999999996,33.60409999999996,1108447054.0,3.5760657959734723,96.8,1000.0,96800.0,0.00017047391749062393,2.1137036232605332e-06
by_symbol,,TPEX,,,3290,2,0.0,0.000925925925925926,0.000925925925925926,-0.0038756842592592594,-0.0038756842592592594,-464.6347,0.0,-464.6347,-305.1528,-159.4819,354079070.0,4.019359933702406,58.8,1000.0,117600.0,0.00034094783498124785,2.9225601902225387e-05
by_symbol,,TPEX,,,3294,16,0.8125,0.03596704452301749,0.030244847508471753,0.031028809016422243,0.02532892284803622,39639.0911,21.072562203835567,-1311.517899999999,-1311.5179,8149.0426,727462324.4375,8.381218942233431,37.8625,2187.5,1267600.0,0.002727582679849983,0.0027417348237774664
by_symbol,,TPEX,,,3297,17,0.8823529411764706,0.03623752027361056,0.03896103896103896,0.031298230182063756,0.03401112987012987,45802.60634999998,22.885397259712363,-2021.0751,-2021.0751,8368.56015,715581155.0588236,3.7754238298734863,42.40882352941176,2176.470588235294,1384350.0,0.002898056597340607,0.003144271576472833
by_symbol,,TPEX,,,3303,5,0.8,0.04536199723696359,0.04584040747028863,0.040387130809736674,0.04086367572156197,15823.101299999998,22.50087936579674,-735.9281,-735.9281,9285.8282,507741047.0,5.402109294348897,56.33,1400.0,376800.0,0.0008523695874531196,0.0010878557774761702
by_symbol,,TPEX,,,3306,13,0.7692307692307693,0.024079773883846738,0.01652892561983471,0.019187886845473623,0.011666479338842975,14938.644299999998,4.011225270109145,-4189.4488,-2510.1977,5874.9916,411013809.7692308,6.6455003850510215,50.349999999999994,1461.5384615384614,872550.0,0.002216160927378111,0.0015637369187276214
by_symbol,,TPEX,,,3310,2,0.0,-0.003126732276980131,-0.003126732276980131,-0.007912541147832186,-0.007912541147832186,-1223.5081,0.0,-1223.5081,-800.9926,-422.5155,135102831.0,12.63408894065567,75.6,1000.0,151200.0,0.00034094783498124785,7.695886823508482e-05
by_symbol,,TPEX,,,3313,4,0.5,0.011489372693390931,0.015093960405989348,0.006646575629259399,0.010237109054366395,2143.9337499999997,1.7472036329438319,-2869.2764,-2622.2826,3157.0224,154172712.25,5.47385746854207,23.700000000000003,3750.0,352450.0,0.0006818956699624957,0.0004958097488412855
by_symbol,,TPEX,,,3317,5,0.4,0.011456463857507418,-0.0018281535648994515,0.006613795104926999,-0.006619025594149909,3750.6925,2.086507483408763,-3452.0632000000005,-1567.4577,6250.2133,646321550.2,6.804372841672697,63.720000000000006,1000.0,318600.0,0.0008523695874531196,0.0006701899266492732
by_symbol,,TPEX,,,3322,2,0.5,0.008412795022655035,0.008412795022655035,0.0035819935348617026,0.0035819935348617026,689.8183999999999,3.7928571486409766,-246.99380000000008,-246.99380000000008,936.8122,446278154.0,19.363876592035915,23.55,4000.0,188400.0,0.00034094783498124785,7.446159937143271e-05
by_symbol,,TPEX,,,3323,13,0.7692307692307693,0.027503218481624996,0.029239766081871343,0.02259798343276514,0.024327760233918125,22211.596549999987,20.916364946309915,-947.4167000000016,-528.0715,4885.8993,963099808.5384616,4.119259847439936,40.46153846153846,2000.0,1007200.0,0.002216160927378111,0.0015374112254061766
by_symbol,,TPEX,,,3325,5,0.8,0.031246536275590313,0.023255813953488372,0.026326706030651785,0.018367139534883718,10257.222200000002,32.34621769334486,-327.22359999999935,-327.2236,4835.2288,726667484.2,5.991279708570883,34.769999999999996,2400.0,395000.0,0.0008523695874531196,0.000686345866921034
by_symbol,,TPEX,,,3332,1,1.0,0.009735744089012517,0.009735744089012517,0.0048997844228094575,0.0048997844228094575,352.29449999999997,inf,0.0,352.29449999999997,352.29449999999997,116360080.0,2.140639031123633,71.9,1000.0,71900.0,0.00017047391749062393,2.2159384155646447e-05
by_symbol,,TPEX,,,3339,11,0.5454545454545454,0.029343166446708622,0.010101010101010102,0.024430757440732895,0.005263626262626262,22586.663449999996,6.2411340338307975,-2806.629,-2806.629,8948.94795,298486511.27272725,4.324681984630261,36.44090909090909,2545.4545454545455,970550.0,0.0018752130923968633,0.0019628414670033955
