execution_risk_bucket,trades,trade_share,average_net_return,median_net_return,win_rate,profit_factor,total_net_pnl,net_pnl_share,avg_return_contribution,max_drawdown
likely_hard_fill,0,0.0,,,,,0.0,0.0,,0.0
possible_fill,0,0.0,,,,,0.0,0.0,,0.0
likely_fillable,630,0.44903777619387025,0.015056325764886566,0.0144587855887521,0.7111111111111111,4.320420354023438,722657.3785999997,0.37225136238789236,0.006760859039115137,-49615.43849999999
very_fillable_proxy,773,0.5509622238061297,0.021238694138939595,0.0190267391799544,0.7529107373868047,7.079713742538177,1218658.2259,0.6277486376121076,0.011701718153528372,-29699.402500000084
uncertain_daily_proxy,0,0.0,,,,,0.0,0.0,,0.0
