scenario_id,fill_assumption,min_fill_quality_score,summary_level,market,year,turnover_bucket,day0_volume_shock_bucket,range_pct_bucket,fill_quality_score_bucket,candidate_trades,fillable_trades,skipped_trades,fillable_ratio,raw_win_rate,win_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,profit_factor,total_net_pnl,max_drawdown,average_turnover_twd,average_volume_ratio_20d,average_range_pct,average_fill_quality_score
optimistic_score_ge_40,optimistic,40.0,by_volume_shock_bucket,,,,5_10x,,,1305,1297,8,0.9938697318007663,0.7216653816499614,0.6684656900539707,0.015591972833950255,0.016333938294010888,0.01073286778441929,0.011472252268602542,2.050532790245485,1119480.86761,-191074.62953000003,767590976.7355436,6.907033643364595,0.08698940800397008,91.017733230532
optimistic_score_ge_40,optimistic,40.0,by_volume_shock_bucket,,,,>=10x,,,584,573,11,0.9811643835616438,0.675392670157068,0.612565445026178,0.009522506613795,0.012844036697247707,0.0046866223400799665,0.007995957798165138,1.4354877893322149,269138.6722699999,-135018.1902,635305424.1710297,17.282927185570205,0.08130920623283962,66.97207678883072
optimistic_score_ge_40,optimistic,40.0,by_range_pct_bucket,,,,,0,,40,3,37,0.075,1.0,1.0,0.06848622077071469,0.09707241910631725,0.06342119299592965,0.09189593374422171,inf,17706.704649999985,0.0,1260018586.6666667,4.450778811213671,0.0,50.0
optimistic_score_ge_40,optimistic,40.0,by_range_pct_bucket,,,,,0_1pct,,19,16,3,0.8421052631578947,0.6875,0.6875,0.02776183697872963,0.010315631932009515,0.022855593576349566,0.005477411283106609,2.5321332941471972,27439.89468999999,-10468.364299999985,927293191.6875,4.229161052293652,0.0058537167293146175,61.25
optimistic_score_ge_40,optimistic,40.0,by_range_pct_bucket,,,,,1_2pct,,47,47,0,1.0,0.46808510638297873,0.40425531914893614,-0.05227383203491567,0.0,-0.05687059179966971,-0.004798,0.1436626265401042,-229327.66012,-238274.104,521583460.17021275,6.714820758779425,0.015792178350028867,77.87234042553192
optimistic_score_ge_40,optimistic,40.0,by_range_pct_bucket,,,,,2_3pct,,74,74,0,1.0,0.5675675675675675,0.5540540540540541,-0.035493468090193464,0.01132321217794782,-0.040154965037818284,0.006481062973666001,0.33451783532466856,-253240.10280000002,-302183.18836,546144923.918919,6.4161080070653735,0.025238282187196745,78.37837837837837
optimistic_score_ge_40,optimistic,40.0,by_range_pct_bucket,,,,,3_5pct,,317,317,0,1.0,0.6025236593059937,0.5646687697160884,-0.006885076176538586,0.01008827238335435,-0.011657500959248744,0.005250938209331652,0.6090313434886572,-330407.78520000004,-484863.61315000005,967499808.9747634,8.41288319598128,0.0413737223693387,85.15772870662461
optimistic_score_ge_40,optimistic,40.0,by_range_pct_bucket,,,,,>=5pct,,3857,3857,0,1.0,0.7511018926626912,0.7005444646098004,0.01984311770978886,0.018475750577367205,0.014967390970490477,0.01360571362586605,3.0552875039424245,4701429.56553,-366774.83141,1008046922.017371,6.035018437326997,0.09319036543392767,89.1470054446461
optimistic_score_ge_40,optimistic,40.0,by_fill_quality_score_bucket,,,,,,40_50,25,25,0,1.0,0.8,0.8,0.03055502251318923,0.019076305220883535,0.0256378884804103,0.014203926706827309,3.271436127040673,56999.90300999999,-14395.9462,277195783.08,13.583493352343883,0.02957580007609419,47.0
optimistic_score_ge_40,optimistic,40.0,by_fill_quality_score_bucket,,,,,,50_60,216,216,0,1.0,0.7129629629629629,0.6712962962962963,0.015511610273015727,0.01727158051661363,0.010652207676449345,0.01240623862417935,2.0022101554716354,197334.12652,-80669.07085,152407853.8472222,18.405617107742277,0.08129347192141939,55.06944444444444
