summary_level,market,year,month,turnover_bucket,volume_ratio_20d_bucket,consecutive_limit_up_count,day0_turnover_bucket,day0_price_bucket,day0_volume_shock_bucket,prior_5d_return_bucket,prior_20d_return_bucket,event_count,day1_observation_count,avg_day0_return,median_day0_turnover_twd,median_day0_close,avg_consecutive_limit_up_count,avg_prior_consecutive_limit_up_count,first_limit_up_rate,day_minus1_positive_rate,avg_overnight_cost_bps,avg_daytrade_open_to_close_cost_bps,total_overnight_net_pnl,overnight_profit_factor,overnight_max_drawdown,total_daytrade_open_to_close_net_pnl,daytrade_open_to_close_profit_factor,daytrade_open_to_close_max_drawdown,mean_day1_open_gap,median_day1_open_gap,t_stat_day1_open_gap,p_value_day1_open_gap_gt_0,mean_day1_high_gap,median_day1_high_gap,t_stat_day1_high_gap,p_value_day1_high_gap_gt_0,mean_day1_low_gap,median_day1_low_gap,t_stat_day1_low_gap,p_value_day1_low_gap_gt_0,mean_day1_close_gap,median_day1_close_gap,t_stat_day1_close_gap,p_value_day1_close_gap_gt_0,mean_day1_open_to_close,median_day1_open_to_close,t_stat_day1_open_to_close,p_value_day1_open_to_close_gt_0,mean_day1_open_to_low,median_day1_open_to_low,t_stat_day1_open_to_low,p_value_day1_open_to_low_gt_0,mean_day1_open_to_high,median_day1_open_to_high,t_stat_day1_open_to_high,p_value_day1_open_to_high_gt_0,mean_overnight_net_return,median_overnight_net_return,t_stat_overnight_net_return,p_value_overnight_net_return_gt_0,mean_daytrade_net_open_to_close_return,median_daytrade_net_open_to_close_return,t_stat_daytrade_net_open_to_close_return,p_value_daytrade_net_open_to_close_return_gt_0,win_day1_open_gap_rate,win_overnight_net_rate,win_day1_open_to_close_rate,win_daytrade_net_open_to_close_rate
by_month,,,2023-04,,,,,,,,,222,222,0.12411965862909595,413141968.5,54.7,1.2702702702702702,0.2702702702702703,0.8153153153153153,0.7297297297297297,50.758404177330654,36.437579124451325,-292914.4440000001,0.5278574386960683,-571191.5696,-143761.70440000005,0.64057402302161,-179311.58550000007,-0.01553938303915289,0.013297966401414674,-2.638992139418314,0.9958423545527961,0.016643539182551077,0.046421356421356474,2.5530814571234703,0.005338726078418125,-0.048410011758361585,-0.02808139662234682,-9.092794847295238,1.0,-0.019598348947240173,-0.002695863075571292,-3.1568138213730697,0.9992024842456199,-0.003551135268750421,0.0,-1.2055182804214195,0.8859983573460358,-0.032378610743917985,-0.02521597898956396,-16.87774625244464,1.0,0.0323633044552123,0.026164749989468827,17.381021681320846,5.744416484653096e-68,-0.020615223456885948,0.00801680639038279,-3.51393178410582,0.9997792369081969,-0.007194893181195553,-0.004910149461244352,-2.451574498404735,0.9928883629694117,0.6036036036036037,0.5720720720720721,0.45495495495495497,0.4189189189189189
by_month,,,2023-05,,,,,,,,,181,181,0.10590321877723231,454360385.0,61.9,1.281767955801105,0.281767955801105,0.8011049723756906,0.7348066298342542,52.098212547344026,36.00948876336894,427257.82329999993,7.278942578064836,-36436.21870000001,-239233.60840000003,0.5178325944637933,-243666.8898,0.021534102555575484,0.014749262536873253,8.480809790724587,1.1181597674683351e-17,0.054993936158669245,0.05555555555555558,17.94114354136656,2.8142416896538097e-72,-0.01987345889201647,-0.022624434389140302,-6.511930052280973,0.9999999999629043,0.014591081382212377,0.009544008483563182,3.411765317175696,0.0003227182769331624,-0.00673588878854354,-0.008474576271186529,-1.9331990378699138,0.9733941583751972,-0.04043450629257857,-0.03349282296650713,-19.62046397945906,1.0,0.03289572798366609,0.02766798418972316,15.971747224103048,1.0053676767146418e-57,0.016324281300841077,0.009893755162241889,6.455280156435672,5.4009442512542805e-11,-0.010336837664880435,-0.012245094170403587,-2.9741685707383883,0.9985310818341062,0.7237569060773481,0.6629834254143646,0.3867403314917127,0.3756906077348066
by_month,,,2023-06,,,,,,,,,174,174,0.09955272377646157,446917867.0,50.6,1.3505747126436782,0.3505747126436782,0.7701149425287356,0.764367816091954,52.356080179261035,35.870249666616616,306456.2918,6.436932699012113,-16598.07250000001,-319921.0495,0.3049220905539758,-334144.03099999996,0.02616282506033142,0.02184786277578321,9.579747956491973,4.8641022715547645e-22,0.05674111305221642,0.059885939674381605,17.554658462149593,2.7397798682939615e-69,-0.022669920557801402,-0.02531690642358636,-6.859825168040578,0.9999999999965528,0.010476208057208983,0.008715587639023248,2.3368997199191788,0.009722199460761347,-0.01515644823490723,-0.014054948988723781,-4.077526765899305,0.9999772413542887,-0.04737118103223695,-0.03984014813695114,-18.960602083031997,1.0,0.02996176480010831,0.023469612448620003,13.958148562472614,1.4031476273304727e-44,0.020927217042405324,0.01696467795882046,7.690335410550995,7.337490036088019e-15,-0.018743473201568894,-0.01839035816777042,-5.057506755252354,0.9999997876133067,0.764367816091954,0.735632183908046,0.3275862068965517,0.29310344827586204
by_month,,,2023-07,,,,,,,,,284,284,0.10517591617462055,539894642.5,68.80000000000001,1.2887323943661972,0.2887323943661972,0.7887323943661971,0.721830985915493,50.694298505779415,34.45350284197597,535766.3955,3.5178462547599407,-40293.02420000004,-391821.118,0.5430235671630556,-413743.7695000001,0.023276694216199174,0.02047805423539284,9.210995458937163,1.6155715940033582e-20,0.05725879118833296,0.06780458426112246,22.34664645467567,6.5080121464649035e-111,-0.025615027336418426,-0.029430594260751675,-8.91951589709792,1.0,0.010413284972865566,0.01333333333333342,2.752478315720354,0.0029573031629524437,-0.01225476529917047,-0.00853486790986796,-3.89428181336643,0.9999507549521726,-0.04744170542105587,-0.04032520325203254,-22.48612541984246,1.0,0.03361978293506724,0.026435143634258473,19.511548306661343,4.379433998107194e-85,0.01820726436562124,0.01550986113575865,7.22729952179704,2.4634633709430104e-13,-0.015700115583368073,-0.01189864778892605,-5.003112793108742,0.9999997179404433,0.676056338028169,0.6408450704225352,0.43661971830985913,0.4154929577464789
by_month,,,2023-08,,,,,,,,,166,166,0.6626996378172523,411471332.5,49.375,1.1265060240963856,0.12650602409638553,0.8734939759036144,0.5602409638554217,47.963356978590426,37.46079815959018,-1516715.9630000002,0.08034198726045257,-1555314.7825000007,-95369.36045,0.5736367297813814,-148814.56574999998,-0.0855058586772154,0.0,-5.15703544281722,0.9999998745548364,-0.06039653108154328,0.028928218722386823,-3.480452700760072,0.9997497163999579,-0.11842245394519178,-0.04363242759032537,-7.584762624564535,0.9999999999999833,-0.09069780030152186,-0.014616863694630333,-5.465265484233682,0.9999999768892749,-0.004657432741105958,0.0,-1.3902673525763702,0.9177761461359825,-0.032938466607004994,-0.022826945956977485,-12.554063922293182,1.0,0.02611808484393741,0.017992986242244324,12.313890609236212,3.812828279853585e-35,-0.09030219437507447,-0.004798,-5.466939817282713,0.9999999771064289,-0.008403512557064972,-0.005134949442571948,-2.5131860575727942,0.9940176892347783,0.4819277108433735,0.43373493975903615,0.45180722891566266,0.39759036144578314
by_month,,,2023-09,,,,,,,,,126,126,0.09890097591558142,369956704.0,62.45,1.2301587301587302,0.23015873015873015,0.8095238095238095,0.6666666666666666,51.51575672725696,35.73349748573937,55802.6069,1.740170940037165,-18988.3979,132734.57120000003,1.732533581268215,-54855.683899999945,0.016127982942547817,0.010344489548567704,6.175416330558524,3.299467303800505e-10,0.05490904880364292,0.053411835087949555,17.67538422971056,3.24483850812167e-70,-0.023245386524773877,-0.02405849668158666,-7.960392478587529,0.9999999999999991,0.012099304068328412,0.009462663862914389,2.7081596202062315,0.0033828736765521283,-0.003561515712365203,-0.0007751937984495916,-0.8134418207440225,0.7920176049861127,-0.038366257755876744,-0.032188160676532795,-13.587199947814323,1.0,0.03842048697696368,0.03257388106435011,14.846831239893945,3.646779472138685e-50,0.010976407269822122,0.005402755374990531,4.225448646964782,1.1923260137312139e-05,-0.007134865460939137,-0.005106025864799533,-1.6314647242214761,0.9486038513119542,0.626984126984127,0.5555555555555556,0.47619047619047616,0.46825396825396826
by_month,,,2023-10,,,,,,,,,136,136,0.10209228999870983,353871481.5,49.475,1.2941176470588236,0.29411764705882354,0.7573529411764706,0.6029411764705882,52.043765136428036,35.96632143090043,40965.93079999999,1.342782816230407,-36152.761800000015,-80707.74000000002,0.7047027840466286,-124562.34750000003,0.017143632264077734,0.015268879829159365,5.348417106637427,4.436339827031362e-08,0.052579806191125,0.055758904260672315,14.735255433315158,1.9137372545256504e-49,-0.02772101532197916,-0.028962097562513833,-8.124126199708089,0.9999999999999998,0.003432092359004115,0.0,0.7183196258029725,0.23628011591238043,-0.012953552384683915,-0.014938684503901845,-2.8875985815086302,0.9980590253078359,-0.043697392455673924,-0.038091847265221856,-15.655546346986434,1.0,0.03515003730948632,0.028261736933102743,13.417998220008588,2.371768925638381e-41,0.011939255750434943,0.01014128736180793,3.7480476252242716,8.910820986243098e-05,-0.01655018452777396,-0.018200846599777033,-3.6965644737105965,0.9998907316110228,0.7132352941176471,0.6544117647058824,0.3235294117647059,0.3088235294117647
by_month,,,2023-11,,,,,,,,,206,206,0.10003336512691237,401959812.5,60.650000000000006,1.2864077669902914,0.28640776699029125,0.7912621359223301,0.7233009708737864,51.20640932628429,35.65883146109391,220368.82820000005,3.204917739721834,-15065.099699999977,-3057.1642000000284,0.990643582300871,-110201.40820000002,0.01573365546238947,0.015277626522706367,7.82779364507779,2.4825299109817218e-15,0.05583267968059431,0.060025405042661184,22.19358935904209,1.980419674523884e-109,-0.018393287497243147,-0.01730929264909853,-8.044507908145604,0.9999999999999996,0.021429419953786336,0.017294278048995082,5.9996696966522896,9.88596519403062e-10,0.005702297709189003,0.0014570731189642583,1.8618209769023042,0.03131416433517992,-0.033442403277442585,-0.02933641225520872,-19.922309613426513,1.0,0.039681251330818706,0.03547243193777172,19.710985513732478,8.677695344454643e-87,0.010613014529761041,0.010159772285573163,5.303157774153728,5.690823518401668e-08,0.00213641456307961,-0.001844422399448159,0.6993811313664007,0.2421569382393206,0.6893203883495146,0.6407766990291263,0.5194174757281553,0.47572815533980584
by_month,,,2023-12,,,,,,,,,165,165,0.09875602743077752,496311031.0,44.45,1.3696969696969696,0.3696969696969697,0.7575757575757576,0.7696969696969697,53.73027569119557,37.27644932508664,153860.39160000003,2.8577166127917346,-49450.850000000006,-387904.8604,0.2114140613665696,-395161.9603999999,0.024196429395563584,0.02008032128514059,10.18696202332633,1.1336957819064238e-24,0.056656773935437554,0.055102040816326525,20.339219386100382,2.8921886240745482e-92,-0.02440772314131735,-0.02659574468085102,-8.149004610698244,0.9999999999999998,0.008335143916376412,0.0053050397877985045,1.954787295995994,0.02530409063039284,-0.015222514933799967,-0.019736842105263053,-3.8849519782150623,0.9999488249414897,-0.047237908225277805,-0.040000000000000036,-19.12689476585955,1.0,0.031887644845417056,0.02586206896551735,15.43756780049395,4.574282024830241e-54,0.018823401826444035,0.015204028112449799,7.951344560913576,9.224900491792785e-16,-0.018950159866308627,-0.023519641891891895,-4.858047194361346,0.9999994072542185,0.7757575757575758,0.7575757575757576,0.34545454545454546,0.32727272727272727
by_month,,,2024-01,,,,,,,,,150,150,0.10239264713102085,536277323.0,47.375,1.4466666666666668,0.44666666666666666,0.7066666666666667,0.7666666666666667,52.89908950274351,36.811061493519446,89712.24989999998,1.8580598732850753,-50901.039600000004,-179030.6765,0.48745100369468536,-224316.5463,0.018181735467138437,0.01377049772448169,7.448893259250248,4.70632428159426e-14,0.05391606293506852,0.053575699593398696,17.518839193626125,5.145180993064319e-69,-0.026395880991206155,-0.026925530680895482,-8.44808742591835,1.0,0.005130864885955239,-0.0032468850196842314,1.135288369112681,0.12812725692342686,-0.012687495873331543,-0.012708465789602441,-3.2078549696920353,0.9993313554140472,-0.0435379984053584,-0.03258907582779241,-16.315159577771123,1.0,0.035215544187827644,0.03043800466258051,16.030856370144416,3.890156593743214e-58,0.012891826516864097,0.008625592446586363,5.297336631884192,5.875197603470568e-08,-0.016368602022683493,-0.01678730047826087,-4.14709073011763,0.9999831636674984,0.6666666666666666,0.6333333333333333,0.36666666666666664,0.36666666666666664
by_month,,,2024-02,,,,,,,,,226,226,0.10165157726314085,551881202.5,79.15,1.3495575221238938,0.3495575221238938,0.7876106194690266,0.7212389380530974,52.0379882408226,35.69973103718371,372455.88430000003,5.1651304802151605,-20888.817,-172308.2695,0.6729843999908591,-266362.8394,0.027062768677412,0.021980676328502424,12.555867505867573,1.8455673175803613e-36,0.058765132756089286,0.06177325581395354,22.82957117800038,1.1661652797136715e-115,-0.014602714485296544,-0.018262290162868622,-5.236843821145585,0.999999918327099,0.020172099356231408,0.011650529363858464,5.4704773134247375,2.244125796301066e-08,-0.0066927236490829075,-0.007236227824463148,-2.2783477290780763,0.9886470659685859,-0.04045271667074309,-0.03503120702422513,-19.83669051263155,1.0,0.03101807897323249,0.025807525807525766,17.592679676004362,1.401517534528727e-69,0.021858969853329736,0.017057886361813074,10.193395368046529,1.0611001545320602e-24,-0.010262696752801281,-0.011345262815508716,-3.499952767313472,0.9997673296984091,0.8141592920353983,0.7787610619469026,0.37168141592920356,0.35398230088495575
by_month,,,2024-03,,,,,,,,,203,203,0.10070268309005014,511839371.0,66.0,1.3497536945812807,0.3497536945812808,0.7586206896551724,0.6748768472906403,51.738869559171434,35.36293665319726,406450.326,4.686470430097037,-50219.10700000002,-158716.71630000003,0.7496395781155877,-292842.6622999999,0.027359126202574767,0.022604951560817987,12.64397912141161,6.0391580304005435e-37,0.06306579071690437,0.06876790830945545,25.479537765897728,1.6617931654079457e-143,-0.021105326858758617,-0.024064171122994638,-7.432332211152118,0.9999999999999466,0.017686722802622786,0.017453798767967044,4.53843637034247,2.833644539766157e-06,-0.009115657695073203,-0.0028612303290415086,-2.536936746554703,0.9944086421347204,-0.04690673171786074,-0.03846153846153855,-19.17887226563613,1.0,0.03496816382192007,0.03088235294117636,19.01227178796578,6.748919681417637e-81,0.022185239246657613,0.017213987473903965,10.2962857872428,3.66172750544723e-25,-0.012651951360392932,-0.0061523662374821176,-3.5270451718013964,0.9997898874683698,0.8177339901477833,0.7586206896551724,0.4729064039408867,0.4630541871921182
by_month,,,2024-04,,,,,,,,,230,230,0.10806840316639676,554334412.5,49.4,1.3043478260869565,0.30434782608695654,0.7565217391304347,0.782608695652174,53.26281862153329,36.72681797561433,267544.4325,3.8008964548034756,-19108.916299999997,-277537.57790000003,0.4857657810677315,-324179.8489000002,0.027816228505573956,0.024340870939073778,11.743911030575044,3.794690095542535e-32,0.06312300121767941,0.07152695789059427,23.247399311211364,7.556817484694208e-120,-0.02186950649407633,-0.02582516855022554,-7.450335787677147,0.9999999999999535,0.015494421235735826,0.008019251347903045,3.9872866571647827,3.341662822616175e-05,-0.011812983849194119,-0.01019031141868515,-3.6245262974540435,0.9998552542177537,-0.04815062030398498,-0.043557312252964386,-21.940930368473968,1.0,0.0345743128562247,0.027653087572248602,18.427220937034786,3.973074548294224e-76,0.02248994664342063,0.019379551163831204,9.540899700512824,7.079923910506339e-22,-0.01548566564675555,-0.013463864861591696,-4.764991510876928,0.9999990556919961,0.7521739130434782,0.7043478260869566,0.41304347826086957,0.3826086956521739
by_month,,,2024-05,,,,,,,,,302,302,0.10313992140156872,541233225.0,60.2,1.3112582781456954,0.31125827814569534,0.7682119205298014,0.6788079470198676,52.47601011212987,36.414517348914956,367797.9841,4.717916871217236,-12510.732799999998,-159036.9255,0.719376499521492,-197547.84489999997,0.02240602488087546,0.016502739109030107,11.988494226531698,2.0412952583473572e-33,0.060846844079482106,0.060115994501994785,27.29308545900343,2.5620005743333705e-164,-0.017274113195539783,-0.019456431221137105,-7.1140544267002,0.9999999999994366,0.019480788564491976,0.0113693213911078,5.9914818581468925,1.03968762452278e-09,-0.0027589424960765673,-0.0047788365808562605,-1.0094780641078973,0.8436272917075421,-0.03875401744775577,-0.03306117933399705,-22.98786559529266,1.0,0.03778348381079915,0.03367419256859361,23.65091943482913,5.7744102668297935e-124,0.01715842386966247,0.011640394929244048,9.22941048677439,1.3606271323696057e-20,-0.006400394230968068,-0.009098898693992365,-2.3474695883815277,0.9905492919508575,0.7350993377483444,0.6622516556291391,0.4271523178807947,0.40728476821192056
