strategy_name,family,config_hash,correlation_with_champion_daily_returns,combined_total_net_pnl,combined_final_equity,combined_total_return,combined_cagr_like,combined_max_drawdown_twd,combined_max_drawdown_pct,combined_daily_sharpe_like,combined_improves_cagr,combined_improves_drawdown,diversification_score
closed_limit_up_with_market_regime_filter_18230ab4,closed_limit_up_with_market_regime_filter,ebac6c14031a,0.9113729831832016,5480851.53375886,7480851.53375886,2.74042576687943,0.7132052497373385,-185842.0063631218,-0.024516209426484473,8.2069420794256,False,False,0.08862701681679841
closed_limit_up_with_market_regime_filter_6d88ef12,closed_limit_up_with_market_regime_filter,3ae860a24b62,0.9105925796820609,5471077.079487458,7471077.079487458,2.735538539743729,0.7122913762265062,-185856.20895519853,-0.024549714394360662,8.217351557419784,False,False,0.08940742031793913
closed_limit_up_with_market_regime_filter_4f6aa857,closed_limit_up_with_market_regime_filter,70a5d1ea0f46,0.46842553642678675,10932048.442854261,12932048.442854261,5.466024221427131,1.1401899758579117,-213674.0293989461,-0.0164778613504963,10.000732634896792,True,True,1.3118439009589138
closed_limit_up_with_market_regime_filter_e7112b9c,closed_limit_up_with_market_regime_filter,df03d8c852c6,0.4854333787133059,10556581.269206269,12556581.269206269,5.278290634603135,1.1146385021736305,-218420.89911437035,-0.01733349241870873,9.695447740807158,True,True,1.24287748023562
closed_limit_up_with_market_regime_filter_cc53f51a,closed_limit_up_with_market_regime_filter,eeff5416a392,0.6080652681301884,9127812.434340645,11127812.434340645,4.563906217170322,1.0130307804865262,-214867.63202806562,-0.01924728306938359,9.370640453616003,True,True,0.9151163567938538
closed_limit_up_with_market_regime_filter_f5f9b5a3,closed_limit_up_with_market_regime_filter,ee7561493795,0.5869514771055395,8892680.459501395,10892680.459501395,4.446340229750698,0.9955816134924174,-223200.72121017054,-0.02041087236184219,9.149652064247661,True,True,0.9001682245378264
closed_limit_up_with_sector_filter_0f7b503e,closed_limit_up_with_sector_filter,ae349b02b3fc,0.7971370787342459,7634330.202377588,9634330.202377588,3.8171651011887935,0.8995363353996066,-190714.02005444467,-0.019661621078768426,8.08638791643906,True,True,0.4986413180065724
closed_limit_up_with_sector_filter_217a8ca9,closed_limit_up_with_sector_filter,71f9a3aa91ab,0.7953897498625603,7585726.233708229,9585726.233708229,3.7928631168541145,0.8956196862519061,-171081.09847292863,-0.019643976225418806,8.079232775303952,True,True,0.49257299343620664
closed_limit_up_with_sector_filter_46309069,closed_limit_up_with_sector_filter,3f70c8ebb8f6,0.932914707291615,5490594.903310794,7490594.903310794,2.7452974516553974,0.7141155138198976,-177828.78556399234,-0.023460724280197614,8.397924439530405,False,False,0.06708529270838504
closed_limit_up_with_sector_filter_0c708c8a,closed_limit_up_with_sector_filter,575d356e9a4f,0.932006754687316,5483167.056450553,7483167.056450553,2.7415835282252767,0.7134216385544696,-177831.8257208662,-0.02348415226861847,8.40839790115643,False,False,0.06799324531268403
closed_limit_up_with_sector_filter_3f2ae7c3,closed_limit_up_with_sector_filter,b6529f232793,0.7971370787342459,7634330.202377588,9634330.202377588,3.8171651011887935,0.8995363353996066,-190714.02005444467,-0.019661621078768426,8.08638791643906,True,True,0.4986413180065724
closed_limit_up_with_sector_filter_0956432e,closed_limit_up_with_sector_filter,444e248a5673,0.7953897498625603,7585726.233708229,9585726.233708229,3.7928631168541145,0.8956196862519061,-171081.09847292863,-0.019643976225418806,8.079232775303952,True,True,0.49257299343620664
closed_limit_up_with_sector_filter_f9975697,closed_limit_up_with_sector_filter,21a1acb70540,0.932914707291615,5490594.903310794,7490594.903310794,2.7452974516553974,0.7141155138198976,-177828.78556399234,-0.023460724280197614,8.397924439530405,False,False,0.06708529270838504
closed_limit_up_with_sector_filter_5488f75f,closed_limit_up_with_sector_filter,06ddd2e26003,0.932006754687316,5483167.056450553,7483167.056450553,2.7415835282252767,0.7134216385544696,-177831.8257208662,-0.02348415226861847,8.40839790115643,False,False,0.06799324531268403
closed_limit_up_with_prior_momentum_filter_948e7473,closed_limit_up_with_prior_momentum_filter,40a859f202fe,0.8212937139812054,8037369.386182075,10037369.386182075,4.018684693091037,0.9315730359953673,-169891.1595108565,-0.01683442433889331,8.591703859083264,True,True,0.5413852806910093
closed_limit_up_with_prior_momentum_filter_54b0fd03,closed_limit_up_with_prior_momentum_filter,f7cde15c5631,0.8127410340453901,7949090.004321881,9949090.00432188,3.9745450021609408,0.9246219614159343,-169553.65489978343,-0.01694992215094785,8.627733648134424,True,True,0.5359203136559042
closed_limit_up_with_prior_momentum_filter_f8f6e565,closed_limit_up_with_prior_momentum_filter,5f4fefd44d28,0.9722107458720629,5796378.031000976,7796378.031000976,2.8981890155004884,0.7423342620793341,-178211.7530076718,-0.02257064669954574,8.36822965494701,False,True,0.028353191503010335
closed_limit_up_with_prior_momentum_filter_5915996c,closed_limit_up_with_prior_momentum_filter,36421b67427f,0.9713346183382628,5788940.52633724,7788940.52633724,2.89447026316862,0.7416557529647831,-178208.03787897527,-0.022591451426156067,8.37818562802197,False,True,0.029208514310200072
closed_limit_up_with_prior_momentum_filter_08915384,closed_limit_up_with_prior_momentum_filter,8e18082706fb,0.4005568627359708,11256191.926092153,13256191.926092153,5.628095963046077,1.1618975316063964,-274714.12285257597,-0.05587147729988625,8.986211261319013,True,False,1.4164709634225765
closed_limit_up_with_prior_momentum_filter_963848f9,closed_limit_up_with_prior_momentum_filter,6808ad9d6841,0.41718153284903425,10969283.725290144,12969283.725290144,5.484641862645072,1.1426998498477987,-264323.1982470425,-0.054964173615682003,8.74075039608089,True,False,1.3614509297923176
closed_limit_up_with_prior_momentum_filter_dd359b34,closed_limit_up_with_prior_momentum_filter,1182d7f5297f,0.4953360867317526,9268825.191584477,11268825.191584477,4.634412595792239,1.0233907647805305,-248858.5820080121,-0.056916047323294645,8.253689522154454,True,False,1.0446782057750628
closed_limit_up_with_prior_momentum_filter_da1f2bf8,closed_limit_up_with_prior_momentum_filter,743f7e73bbf9,0.514717050315581,9184342.499804487,11184342.499804487,4.592171249902243,1.017193241208783,-217109.8647747361,-0.050287220185967124,8.320176778256574,True,False,1.0129021950477393
