section,symbol,name,sector,industry,trades,avg_net_return,median_net_return,win_rate,profit_factor,total_net_pnl,max_drawdown,first_trade_date,last_trade_date,active_quarters,max_trades_single_quarter,trade_share,pnl_share,symbols,net_pnl,top_1_symbol_trade_share,top_5_symbol_trade_share,top_10_symbol_trade_share,top_20_symbol_trade_share,top_1_symbol_pnl_share,top_5_symbol_pnl_share,top_10_symbol_pnl_share,top_20_symbol_pnl_share,hhi_by_symbol_trades,hhi_by_symbol_pnl,symbol_hotness_bucket,scenario
symbol_summary,1309,台達化,MISSING_SECTOR,MISSING_INDUSTRY,3,-0.015065465947586483,0.006717618497109826,0.6666666666666666,0.540881912046993,-13674.2157,-29783.6571,2024-09-27,2026-04-02,3.0,1.0,0.0016025641025641025,-0.001439896372903033,,,,,,,,,,,,,,
symbol_summary,6962,奕力-KY,MISSING_SECTOR,MISSING_INDUSTRY,3,-0.01571435713391517,-0.004798,0.3333333333333333,0.14097862006093484,-13890.572,-16170.2285,2024-12-18,2025-05-07,3.0,1.0,0.0016025641025641025,-0.0014626787143886013,,,,,,,,,,,,,,
symbol_summary,6482,弘煜科,Consumer/Services,Cultural/Creative,1,-0.05284145659163987,-0.05284145659163987,0.0,0.0,-14790.3237,-14790.3237,2025-05-07,2025-05-07,1.0,1.0,0.0005341880341880342,-0.0015574226644451549,,,,,,,,,,,,,,
symbol_summary,3528,安馳,MISSING_SECTOR,MISSING_INDUSTRY,2,-0.02138858595142596,-0.02138858595142596,0.5,0.46479903132946637,-14819.931899999969,-27690.4056,2025-04-25,2025-08-12,2.0,1.0,0.0010683760683760685,-0.0015605404110657628,,,,,,,,,,,,,,
symbol_summary,2399,映泰,MISSING_SECTOR,MISSING_INDUSTRY,9,-0.005979216172080688,-0.0027141066945606694,0.4444444444444444,0.6538321153082673,-15032.045250000003,-41085.3234,2024-05-30,2026-04-24,6.0,2.0,0.004807692307692308,-0.0015828759694634092,,,,,,,,,,,,,,
symbol_summary,2612,中航,MISSING_SECTOR,MISSING_INDUSTRY,4,-0.015637805769654838,-0.01852516938297448,0.0,0.0,-16324.84,-16324.84,2025-05-16,2025-10-30,3.0,2.0,0.002136752136752137,-0.00171900739464146,,,,,,,,,,,,,,
symbol_summary,1582,信錦,MISSING_SECTOR,MISSING_INDUSTRY,2,-0.03011826570701945,-0.03011826570701945,0.5,0.377707103437758,-16617.2319,-26703.2325,2024-03-11,2026-03-06,2.0,1.0,0.0010683760683760685,-0.0017497962929236646,,,,,,,,,,,,,,
symbol_summary,00910,第一金太空衛星,MISSING_SECTOR,MISSING_INDUSTRY,1,-0.07429341860465116,-0.07429341860465116,0.0,0.0,-16771.73925,-16771.73925,2026-06-12,2026-06-12,1.0,1.0,0.0005341880341880342,-0.0017660659333719908,,,,,,,,,,,,,,
symbol_summary,6282,康舒,MISSING_SECTOR,MISSING_INDUSTRY,6,-0.010545157060239195,-0.0035858763311156375,0.5,0.315744947374274,-17128.620899999973,-17128.620899999973,2024-11-13,2026-06-04,3.0,3.0,0.003205128205128205,-0.0018036456092133345,,,,,,,,,,,,,,
symbol_summary,3441,聯一光電,Technology/Electronics,Optoelectronics,4,-0.01797511080551246,0.001270802612755883,0.75,0.31639081265026064,-17132.4647,-25061.782399999996,2026-05-20,2026-06-16,1.0,4.0,0.002136752136752137,-0.0018040503617636548,,,,,,,,,,,,,,
