summary_level,year,market,turnover_bucket,consecutive_limit_up_count,symbol,trades,win_rate,average_gross_return,median_gross_return,average_net_return,median_net_return,total_net_pnl,profit_factor,max_drawdown,worst_trade,best_trade,average_turnover_twd,average_volume_ratio_20d,average_entry_price,average_shares,total_buy_notional,trade_share,abs_net_pnl_share
by_symbol,,TPEX,,,1815,13,0.5384615384615384,0.012283618286656642,0.005008347245409015,0.007437724458956968,0.00019081969949916527,8619.2574,2.637878640522655,-2980.4687000000004,-1808.129,6161.6386,2508718116.4615383,3.4202012828457384,25.74230769230769,3769.230769230769,1151600.0,0.0029857602204869087,0.0016343658549113466
by_symbol,,TPEX,,,2061,1,1.0,0.00816326530612245,0.00816326530612245,0.0033334367346938773,0.0033334367346938773,326.67679999999996,inf,0.0,326.67679999999996,326.67679999999996,184350408.0,6.228941120814979,24.5,4000.0,98000.0,0.00022967386311437759,2.7888890378204764e-05
by_symbol,,TPEX,,,2070,8,0.75,0.0419905977221947,0.04970293734767586,0.03702887638167586,0.04471114559495727,19512.446400000015,7.792281454676243,-2524.4034,-2524.4034,5557.2608,368522042.625,3.214322680106634,67.7625,1000.0,542100.0,0.0018373909049150207,0.002156306906858275
by_symbol,,TPEX,,,2221,2,0.0,-0.05157342657342657,-0.05157342657342657,-0.05617034178321678,-0.05617034178321678,-10165.3867,0.0,-10165.3867,-9712.8321,-452.5546,143900661.0,3.0995381466664313,49.8,1500.0,146400.0,0.00045934772622875517,0.0008678343712450982
by_symbol,,TPEX,,,2230,2,0.5,0.006454789751732984,0.006454789751732984,0.001631622526490975,0.001631622526490975,144.93579999999974,1.0679534626724525,-2132.8685,-2132.8685,2277.8043,308040603.5,2.921231171248265,88.69999999999999,1000.0,177400.0,0.00045934772622875517,0.00037654577923295897
by_symbol,,TPEX,,,2641,1,1.0,0.0945273631840796,0.0945273631840796,0.08936080099502487,0.08936080099502487,7184.6084,inf,0.0,7184.6084,7184.6084,695947100.0,10.650375043795444,20.1,4000.0,80400.0,0.00022967386311437759,0.0006133608388411088
by_symbol,,TPEX,,,2734,2,0.5,-0.0011110562441360916,-0.0011110562441360916,-0.005904724235840205,-0.005904724235840205,-422.6006,0.5972376988028465,-1049.2556,-1049.2556,626.655,196704179.0,10.177811257385152,45.55,1500.0,129600.0,0.00045934772622875517,0.00014307501177638382
by_symbol,,TPEX,,,2736,4,0.5,0.019046930753614966,-0.0005825213789815561,0.014174666770606621,-0.005378250128124908,6161.298200000014,2.874110150641085,-3287.5859500000006,-1814.1781,8959.023750000015,310736292.5,7.255474954884423,30.712500000000002,2750.0,335200.0,0.0009186954524575103,0.0010873316330519433
by_symbol,,TPEX,,,2743,1,1.0,0.08955223880597014,0.08955223880597014,0.08440507462686568,0.08440507462686568,5655.14,inf,0.0,5655.14,5655.14,455587377.0,9.401388668158853,67.0,1000.0,67000.0,0.00022967386311437759,0.0004827878182148255
by_symbol,,TPEX,,,2745,3,1.0,0.04192070192812946,0.01935483870967742,0.036959253111311687,0.014481374193548386,9527.8719,inf,0.0,159.79149999999998,8245.7739,126936438.33333333,4.336486243989728,78.53333333333333,1000.0,235600.0,0.0006890215893431327,0.0008134087726972885
by_symbol,,TPEX,,,3066,2,0.5,-0.007576041111862844,-0.007576041111862844,-0.012344502127567693,-0.012344502127567693,-2793.08235,0.4955716997952331,-5537.1246,-5537.1246,2744.04225,173073417.5,13.352152062783247,29.55,3000.0,177300.0,0.00045934772622875517,0.0007069756850908093
by_symbol,,TPEX,,,3071,7,1.0,0.053512860567152064,0.05786163522012579,0.04850621392380073,0.052838032704402516,27824.1412,inf,0.0,1735.6122,7473.3629,387780108.85714287,5.312735878353566,37.957142857142856,2285.714285714286,595200.0,0.001607717041800643,0.0023753888362886217
by_symbol,,TPEX,,,3073,3,1.0,0.043841783489052544,0.027742749054224466,0.038872844375228734,0.02283658007566204,10805.8219,inf,0.0,192.70940000000002,8802.1717,272668494.3333333,3.3741630273732164,86.63333333333333,1000.0,259900.0,0.0006890215893431327,0.0009225092887389138
by_symbol,,TPEX,,,3078,2,0.5,0.013357784191117524,0.013357784191117524,0.008507702190556356,0.008507702190556356,941.7133999999999,12.601556215066157,-81.17130000000009,-81.17130000000003,1022.8847,1925277922.5,5.495860480024645,67.95,1000.0,135900.0,0.00045934772622875517,9.425492338421108e-05
by_symbol,,TPEX,,,3083,2,0.5,0.0077944937565819165,0.0077944937565819165,0.0029661030254250036,0.0029661030254250036,343.2815,5.477693804718723,-76.66480000000001,-76.66480000000001,419.9463,323082215.5,8.920232019273504,57.65,1000.0,115300.0,0.00045934772622875517,4.239643748346894e-05
by_symbol,,TPEX,,,3093,2,1.0,0.03493010469673042,0.03493010469673042,0.029995912218517867,0.029995912218517867,4392.5617,inf,0.0,563.0299,3829.5317999999997,176769869.0,3.7901997880489104,35.825,2000.0,143300.0,0.00045934772622875517,0.0003749996073513662
by_symbol,,TPEX,,,3105,2,0.5,0.005571143350933809,0.005571143350933809,0.0007514214630085165,0.0007514214630085165,184.09109999999987,1.2180723039996701,-844.1746,-844.1746,1028.2657,1307264976.5,3.459994202558422,95.0,1000.0,190000.0,0.00045934772622875517,0.00015985304823125745
by_symbol,,TPEX,,,3114,2,1.0,0.06702658093653836,0.06702658093653836,0.061967244297466806,0.061967244297466806,9801.931849999984,inf,0.0,2984.5768499999854,6817.355,137692420.0,20.986177332002512,34.175,2500.0,168100.0,0.00045934772622875517,0.0008368056833521187
by_symbol,,TPEX,,,3122,4,1.0,0.06138532537736684,0.07619368022328549,0.05634798399372048,0.0710986010640949,18972.47135,inf,0.0,20.837800000000016,7438.8173,263183708.5,5.526680242606598,37.6875,2250.0,332850.0,0.0009186954524575103,0.0016197084509330954
by_symbol,,TPEX,,,3128,3,1.0,0.03666574489982379,0.037848605577689244,0.03172478516045937,0.03290303386454183,7050.762299999999,inf,0.0,955.2329,4443.7971,751988471.6666666,3.3464511909740087,43.71666666666666,1666.6666666666667,212100.0,0.0006890215893431327,0.0006019341957172315
by_symbol,,TPEX,,,3141,3,0.6666666666666666,0.024973543696156897,0.02144469525959368,0.020078171849285578,0.016563082392776523,3884.3502999999996,13.850428088423085,-302.2739999999999,-302.274,2719.1351999999997,469482164.3333333,4.7865287399393575,69.23333333333333,1000.0,207700.0,0.0006890215893431327,0.0003832240079724355
by_symbol,,TPEX,,,3147,5,1.0,0.029521867777397702,0.031630170316301706,0.024608762014933633,0.026708844282238443,9062.0893,inf,0.0,341.7389,3333.8803,236764115.2,11.56372676129146,74.84,1000.0,374200.0,0.0011483693155718878,0.0007736442106853085
by_symbol,,TPEX,,,3162,8,0.75,0.017514567004890617,0.022665322430081028,0.01264827770813855,0.01777895033792614,6474.5587,4.950230837329083,-1194.1552000000001,-1194.1552000000001,1847.5939,838764730.75,5.38813279239183,56.375,1250.0,539800.0,0.0018373909049150207,0.0008325962577020228
by_symbol,,TPEX,,,3163,3,1.0,0.042438257908231664,0.03245942571785269,0.03747479114064747,0.02753486641697878,9991.8566,inf,0.0,671.2764,7115.0374,1961352697.3333333,3.1968740836003158,80.9,1000.0,242700.0,0.0006890215893431327,0.0008530198452787029
by_symbol,,TPEX,,,3169,1,1.0,0.019076305220883535,0.019076305220883535,0.014203926706827309,0.014203926706827309,1414.7111,inf,0.0,1414.7111,1414.7111,111241517.0,10.187174578622352,99.6,1000.0,99600.0,0.00022967386311437759,0.00012077601710537596
by_symbol,,TPEX,,,3176,2,0.0,-0.014351471860511547,-0.014351471860511547,-0.019093515471727412,-0.019093515471727412,-2739.0623,0.0,-2739.0623,-2346.7742,-392.28810000000004,196173654.0,3.60646813648775,48.975,1500.0,134900.0,0.00045934772622875517,0.00023383787346935387
by_symbol,,TPEX,,,3178,3,1.0,0.013604659991482521,0.014957264957264958,0.00875361542217573,0.01010094658119658,2216.3229,inf,0.0,146.16879999999992,1124.7055,254275331.33333334,10.126874003953187,88.23333333333333,1000.0,264700.0,0.0006890215893431327,0.0001892108236667094
by_symbol,,TPEX,,,3188,4,0.5,0.015450198360833115,0.023736600306278787,0.010591958037424225,0.018846051301684603,2410.0344500000137,1.5751970212571196,-4189.9286,-3825.2806,4161.905550000014,278956637.75,3.3878601665362726,42.1875,2000.0,317750.0,0.0009186954524575103,0.0009211492993060949
by_symbol,,TPEX,,,3202,2,1.0,0.03950346225299772,0.03950346225299772,0.03455143825367328,0.03455143825367328,6466.724399999985,inf,0.0,1533.993,4932.731399999985,260354962.0,5.805556992200954,17.3,5500.0,188500.0,0.00045934772622875517,0.0005520740006564947
by_symbol,,TPEX,,,3205,5,0.8,0.029735952480066608,0.028409090909090908,0.024821971681985546,0.023500323863636364,6561.7328,66.19046086227381,-100.65480000000025,-100.65480000000002,2519.915,286794686.6,6.667958105740664,54.5,1000.0,272500.0,0.0011483693155718878,0.0005773711145595613
by_symbol,,TPEX,,,3206,2,0.0,-0.013212607292651762,-0.013212607292651762,-0.017959091336817713,-0.017959091336817713,-1899.7708,0.0,-1899.7708,-1155.1031,-744.6677,212924906.0,7.801670826760021,52.65,1000.0,105300.0,0.00045934772622875517,0.00016218629417489818
by_symbol,,TPEX,,,3207,4,0.25,0.007856759127137753,0.0007429420505200594,0.0030281256233010423,-0.004057954680534917,924.6651000000002,1.391602285109082,-2361.2352,-1725.7917,3285.9003000000002,638125326.75,4.717303496318609,81.575,1000.0,326300.0,0.0009186954524575103,0.00048210446199536847
by_symbol,,TPEX,,,3213,5,0.8,0.023350438232630014,0.029106029106029108,0.018461394873960986,0.024194544698544696,8194.0098,26.375883463082374,-322.9054,-322.9054,3348.5658,342227070.4,8.229567176121918,81.96000000000001,1000.0,409800.0,0.0011483693155718878,0.0007546687970385295
by_symbol,,TPEX,,,3217,1,1.0,0.08671171171171171,0.08671171171171171,0.08157562274774774,0.08157562274774774,7243.9153,inf,0.0,7243.9153,7243.9153,368054828.0,18.682858155956517,88.8,1000.0,88800.0,0.00022967386311437759,0.00061842395820793
by_symbol,,TPEX,,,3219,5,0.8,0.03695454940044132,0.046774193548387216,0.03201246361232899,0.04179382096774205,10279.18980000001,11.022198579582636,-1025.6422000000002,-1025.6422,5614.8368,222415057.6,3.8568904219269036,69.78,1000.0,348900.0,0.0011483693155718878,0.0010526711516553437
by_symbol,,TPEX,,,3221,6,0.5,0.040724582097988606,0.03863014940780938,0.03576779695238855,0.03368153045526834,18261.356150000003,9.611556647738839,-2120.5638999999974,-804.6427,8959.74345,675133400.0,5.77829340635764,38.88333333333334,2166.6666666666665,460300.0,0.0013780431786862655,0.0019210709426529897
by_symbol,,TPEX,,,3224,1,0.0,-0.03169014084507042,-0.03169014084507042,-0.036364580985915496,-0.036364580985915496,-2065.5082,0.0,-2065.5082,-2065.5082,-2065.5082,240092836.0,2.202542648914635,56.8,1000.0,56800.0,0.00022967386311437759,0.00017633554560679868
by_symbol,,TPEX,,,3230,9,0.7777777777777778,0.020429009197651005,0.014285714285714285,0.015551356490789366,0.009432014285714285,11035.2387,7.172267992904646,-1426.2932999999994,-1426.2933,6855.5507,409726816.2222222,6.064660175999164,51.516666666666666,1444.4444444444443,627300.0,0.0020670647680293983,0.0012473619722896268
by_symbol,,TPEX,,,3232,2,0.0,-0.00966081847316953,-0.00966081847316953,-0.014421150941942643,-0.014421150941942643,-2231.6041,0.0,-2231.6041,-1303.8411,-927.763,166396550.0,4.054408307398923,31.35,2500.0,153700.0,0.00045934772622875517,0.00019051540272358586
by_symbol,,TPEX,,,3234,12,0.6666666666666666,0.026012167127302543,0.008375592729188544,0.021112745687673195,0.0035449362931374373,19092.092699999983,5.859294605496522,-1717.8233999999993,-1532.3291,8811.7677,379965637.3333333,5.487078375728089,43.87916666666667,1833.3333333333333,899600.0,0.002756086357372531,0.002300767335970526
by_symbol,,TPEX,,,3236,3,0.6666666666666666,0.016065244391857296,0.020089285714285716,0.011204606003973444,0.015212957589285715,2665.6221,3.196916183595264,-1213.3472000000002,-1213.3472000000002,2515.8883,360748789.6666667,4.314523439592759,27.649999999999995,3333.3333333333335,254100.0,0.0006890215893431327,0.0004347387284301285
by_symbol,,TPEX,,,3260,1,0.0,-0.0022396416573348264,-0.0022396416573348264,-0.007028909294512878,-0.007028909294512878,-627.6816,0.0,-627.6816,-627.6816,-627.6816,4055427413.0,15.432120447381896,89.3,1000.0,89300.0,0.00022967386311437759,5.3586123455403545e-05
by_symbol,,TPEX,,,3264,3,0.3333333333333333,-0.007784350124193017,-0.007741935483870968,-0.012551998943058787,-0.012509749677419354,-2792.4052,0.22241386468806765,-3591.1201,-2621.6145,798.7149,2685125060.6666665,2.5596810077484102,69.43333333333334,1000.0,208300.0,0.0006890215893431327,0.00037476682486606495
by_symbol,,TPEX,,,3265,4,0.75,0.020273548476444834,0.015573967751916664,0.015396501910935176,0.01071524485165194,4420.9912,10.286532421636718,-476.0648,-476.0648,3262.5784,801302805.25,6.461300502022997,70.67500000000001,1000.0,282700.0,0.0009186954524575103,0.0004587114144011815
by_symbol,,TPEX,,,3272,2,0.5,0.04075947136916667,0.04075947136916667,0.035802550190298287,0.035802550190298287,7151.4171,170.7899556496799,-42.119200000000006,-42.119200000000006,7193.5363,291946640.0,7.78455544696158,49.974999999999994,1500.0,149600.0,0.00045934772622875517,0.0006177188066430013
by_symbol,,TPEX,,,3276,2,1.0,0.05914407230196704,0.05914407230196704,0.05411546956406167,0.05411546956406167,9800.3983,inf,0.0,3800.7438,5999.6545,238803558.5,4.433922817109259,23.200000000000003,4000.0,178800.0,0.00045934772622875517,0.0008366747618791552
by_symbol,,TPEX,,,3284,2,1.0,0.03990560351677877,0.03990560351677877,0.03495201156866685,0.03495201156866685,6671.8905,inf,0.0,574.5451,6097.3454,128777231.5,6.922065411684457,29.2,3000.0,166500.0,0.00045934772622875517,0.0005695893395854429
by_symbol,,TPEX,,,3287,5,1.0,0.04215890021174812,0.045283018867924525,0.03719652265982251,0.04030846037735849,13231.027999999998,inf,0.0,520.8075,5068.3265,246579614.0,5.036799321688369,38.339999999999996,2000.0,356500.0,0.0011483693155718878,0.0011295527857593738
by_symbol,,TPEX,,,3289,1,1.0,0.005165289256198347,0.005165289256198347,0.00034714979338842933,0.00034714979338842933,33.60409999999996,inf,0.0,33.60409999999996,33.60409999999996,1108447054.0,3.5760657959734723,96.8,1000.0,96800.0,0.00022967386311437759,2.868832623431568e-06
by_symbol,,TPEX,,,3290,2,0.0,0.000925925925925926,0.000925925925925926,-0.0038756842592592594,-0.0038756842592592594,-464.6347,0.0,-464.6347,-305.1528,-159.4819,354079070.0,4.019359933702406,58.8,1000.0,117600.0,0.00045934772622875517,3.966656406028852e-05
by_symbol,,TPEX,,,3294,9,0.6666666666666666,0.03210967016911224,0.023923444976076555,0.02718647456512287,0.019032167464114833,20512.32785,11.387094287199577,-1650.9248000000007,-1311.5179,8149.0426,540199871.8888888,7.424698931529418,38.03888888888889,2333.3333333333335,759300.0,0.0020670647680293983,0.00208834987766147
by_symbol,,TPEX,,,3297,7,1.0,0.04391344579314475,0.039393939393939245,0.038944227267997275,0.03444234242424228,24427.613499999985,inf,0.0,2178.1942,5896.206,728326428.8571428,3.8777216487153106,40.74285714285714,2428.5714285714284,618000.0,0.001607717041800643,0.002085422151504651
by_symbol,,TPEX,,,3303,4,0.75,0.04752052659628797,0.04729243416350473,0.042537244063089036,0.04231004096270122,13919.079300000001,19.91364020479718,-735.9281,-735.9281,9285.8282,437176902.25,4.346259194729505,55.43750000000001,1500.0,316900.0,0.0009186954524575103,0.0013139473417687457
by_symbol,,TPEX,,,3306,9,0.6666666666666666,0.008061207775128282,0.014842300556586271,0.0032317771260130575,0.00998643042671614,1329.3456,1.2679599957693888,-4189.4488,-2510.1977,2560.8012,295292340.3333333,7.922341614007168,48.172222222222224,1555.5555555555557,615650.0,0.0020670647680293983,0.0009605418080265249
by_symbol,,TPEX,,,3310,2,0.0,-0.003126732276980131,-0.003126732276980131,-0.007912541147832186,-0.007912541147832186,-1223.5081,0.0,-1223.5081,-800.9926,-422.5155,135102831.0,12.63408894065567,75.6,1000.0,151200.0,0.00045934772622875517,0.00010445272905129962
by_symbol,,TPEX,,,3313,3,0.6666666666666666,0.023485459062605876,0.028037383177570093,0.018595889257720776,0.023130065420560748,4766.21635,20.29690684543498,-246.99380000000008,-246.99380000000008,3157.0224,162166777.66666666,5.070058144259448,24.116666666666664,3666.6666666666665,262650.0,0.0006890215893431327,0.00044907153286841833
by_symbol,,TPEX,,,3317,5,0.4,0.011456463857507418,-0.0018281535648994515,0.006613795104926999,-0.006619025594149909,3750.6925,2.086507483408763,-3452.0632000000005,-1567.4577,6250.2133,646321550.2,6.804372841672697,63.720000000000006,1000.0,318600.0,0.0011483693155718878,0.0009096179352244309
by_symbol,,TPEX,,,3322,2,0.5,0.008412795022655035,0.008412795022655035,0.0035819935348617026,0.0035819935348617026,689.8183999999999,3.7928571486409766,-246.99380000000008,-246.99380000000008,936.8122,446278154.0,19.363876592035915,23.55,4000.0,188400.0,0.00045934772622875517,0.00010106330098452377
by_symbol,,TPEX,,,3323,11,0.7272727272727273,0.02791140713041571,0.03144654088050299,0.023004580554014217,0.02652593081760991,19622.863749999982,18.595138415960268,-947.4167000000016,-528.0715,4885.8993,846326656.5454545,3.7211259791616937,39.58181818181818,2090.909090909091,882400.0,0.0025264124942581535,0.0018656534638003324
by_symbol,,TPEX,,,3325,3,0.6666666666666666,0.027004118461301848,0.008588957055214725,0.02210082940342123,0.0037574687116564416,4814.238899999999,15.7123829088122,-327.22360000000026,-327.2236,4835.2288,722872487.0,6.289073957208818,36.916666666666664,2000.0,221500.0,0.0006890215893431327,0.00046686996797970395
by_symbol,,TPEX,,,3332,1,1.0,0.009735744089012517,0.009735744089012517,0.0048997844228094575,0.0048997844228094575,352.29449999999997,inf,0.0,352.29449999999997,352.29449999999997,116360080.0,2.140639031123633,71.9,1000.0,71900.0,0.00022967386311437759,3.0075912006437122e-05
by_symbol,,TPEX,,,3339,9,0.5555555555555556,0.03409176306626783,0.010101010101010102,0.02916083928207244,0.005263626262626262,21936.720049999996,6.601041400514653,-2806.629,-2806.629,8948.94795,317898631.5555556,3.9368512703480953,36.50555555555556,2555.5555555555557,794600.0,0.0020670647680293983,0.002541493191700926
by_symbol,,TPEX,,,3354,3,1.0,0.04139172407669728,0.05263157894736842,0.03643233774452223,0.047628368421052635,8661.65999999997,inf,0.0,1329.4949999999708,4074.3846,185962992.33333334,3.658235142643948,31.583333333333332,2666.6666666666665,250050.0,0.0006890215893431327,0.0007394589583137838
by_symbol,,TPEX,,,3360,3,0.6666666666666666,0.011884149084739391,0.014742014742014743,0.00703981278745799,0.009886535626535627,2172.7552499999997,1.8183466838113223,-2655.0547500000002,-2655.0547500000002,4023.046,407863712.3333333,10.148084579237654,18.916666666666668,4666.666666666667,263400.0,0.0006890215893431327,0.0006388234326027519
by_symbol,,TPEX,,,3362,3,0.6666666666666666,0.012095391573425674,0.029263370332996974,0.0072502316416808875,0.02435127245206862,2516.8841,1.8956922443358823,-2809.9876,-2809.9876,2913.6606,1299867574.3333333,4.7204913553014,95.03333333333335,1000.0,285100.0,0.0006890215893431327,0.0006946559322259064
by_symbol,,TPEX,,,3363,7,0.5714285714285714,0.017669276133247234,0.013333333333333334,0.012802383625603705,0.008483346666666666,6797.33645,10.126670356808024,-744.7772500000001,-347.37520000000006,3018.5485,1099878456.0,9.170912741402972,51.92857142857142,1857.142857142857,565950.0,0.001607717041800643,0.0007074643601280751
by_symbol,,TPEX,,,3372,3,1.0,0.05145905195896864,0.06232294617563739,0.04646041311538062,0.05728194900849858,12209.2396,inf,0.0,1203.2044,5950.9032,255516512.33333334,7.55879792417111,20.033333333333335,4333.333333333333,258050.0,0.0006890215893431327,0.0010423211712788808
by_symbol,,TPEX,,,3373,1,0.0,-0.01948051948051948,-0.01948051948051948,-0.024202564935064935,-0.024202564935064935,-2236.317,0.0,-2236.317,-2236.317,-2236.317,315380475.0,7.147016360124018,30.8,3000.0,92400.0,0.00022967386311437759,0.0001909177500940249
by_symbol,,TPEX,,,3379,6,0.8333333333333334,0.009363760391566686,0.01777056277056277,0.004529251089799967,0.012903275346320346,1287.3875500000001,1.3323657353946354,-3873.40635,-3873.40635,1427.0827,665907043.5,3.6709315239214817,49.15833333333333,1833.3333333333333,489450.0,0.0013780431786862655,0.0007712632804870139
by_symbol,,TPEX,,,3388,1,1.0,0.09987819732034105,0.09987819732034105,0.09469077222898904,0.09469077222898904,7774.1124,inf,0.0,7774.1124,7774.1124,154947292.0,6.444635370025391,82.1,1000.0,82100.0,0.00022967386311437759,0.0006636876830905726
by_symbol,,TPEX,,,3390,6,0.6666666666666666,0.028681654853283774,0.022273269215483664,0.02377182508101082,0.017388425738812496,12822.350649999998,13.52952500063882,-553.1668499999996,-553.1668500000001,5859.4497,287017080.5,8.121919798082613,28.36666666666667,3166.6666666666665,535100.0,0.0013780431786862655,0.0012693968061783176
by_symbol,,TPEX,,,3402,4,0.5,0.0034798881804694775,0.001142404049110998,-0.0013316799035461733,-0.003660050184276486,70.58490000000711,1.049286450448845,-1246.4352999999928,-866.5369000000001,1317.0202,278828454.0,10.34935738633292,74.175,1000.0,296700.0,0.0009186954524575103,0.0002505531533301969
