window_id,selected_rank,config_hash,trade_date,daily_trades,daily_net_pnl,daily_buy_notional,daily_return,cumulative_net_pnl,overall_cumulative_net_pnl
WF008,2,feeab83f74a20ab0,2025-10-17,1,-2011.12673,86500.0,-0.02325002,-2011.12673,-137345.0797630002
WF009,5,204d99bae0f52d4d,2026-01-26,1,-1939.051668,83400.0,-0.02325002,-1939.051668,-139284.1314310002
WF009,3,63e119adb52ac9a3,2026-02-26,1,-2043.6767579999855,87900.0,-0.023250019999999837,-2043.6767579999855,-141327.80818900018
WF009,4,feeab83f74a20ab0,2026-02-26,1,-2043.6767579999855,87900.0,-0.023250019999999837,-2043.6767579999855,-143371.48494700016
WF010,3,63e119adb52ac9a3,2026-04-02,1,-1985.551708,85400.0,-0.02325002,-1985.551708,-145357.03665500018
WF010,4,feeab83f74a20ab0,2026-04-02,1,-1985.551708,85400.0,-0.02325002,-1985.551708,-147342.5883630002
WF010,3,63e119adb52ac9a3,2026-04-14,1,-1439.1944,73400.0,-0.019607553133514987,-3424.7461080000003,-148781.7827630002
WF010,4,feeab83f74a20ab0,2026-04-14,1,-1439.1944,73400.0,-0.019607553133514987,-3424.7461080000003,-150220.9771630002
WF010,3,63e119adb52ac9a3,2026-04-22,1,1975.948226,74200.0,0.02663003,-1448.7978820000003,-148245.0289370002
WF010,4,feeab83f74a20ab0,2026-04-22,1,1975.948226,74200.0,0.02663003,-1448.7978820000003,-146269.0807110002
WF010,1,9808688add15a049,2026-06-10,1,-1641.4514120000144,70600.0,-0.023250020000000204,-1641.4514120000144,-147910.53212300022
WF010,2,e012d159445e8148,2026-06-10,1,-1641.4514120000144,70600.0,-0.023250020000000204,-1641.4514120000144,-149551.98353500024
WF010,5,204d99bae0f52d4d,2026-06-10,1,-1641.4514120000144,70600.0,-0.023250020000000204,-1641.4514120000144,-151193.43494700026
WF010,3,63e119adb52ac9a3,2026-06-23,1,-2092.5018,90000.0,-0.02325002,-3541.2996820000003,-153285.93674700026
WF010,4,feeab83f74a20ab0,2026-06-23,1,-2092.5018,90000.0,-0.02325002,-3541.2996820000003,-155378.43854700026
