symbols,trades,net_pnl,top_1_symbol_trade_share,top_5_symbol_trade_share,top_10_symbol_trade_share,top_20_symbol_trade_share,top_1_symbol_pnl_share,top_5_symbol_pnl_share,top_10_symbol_pnl_share,top_20_symbol_pnl_share,hhi_by_symbol_trades,hhi_by_symbol_pnl
110,1403,1941315.6044999997,0.042765502494654314,0.1511047754811119,0.24946543121881684,0.41482537419814686,0.05407105380324573,0.225806365427585,0.39514722120495893,0.6150076532288028,0.014673271662545746,0.01972448086671602
