symbol_hotness_bucket,trades,avg_net_return,median_net_return,win_rate,profit_factor,net_pnl
first_seen,110,0.01774997526707952,0.009578982841520499,0.6727272727272727,5.5944966513844445,152247.666
repeat_within_20d,1194,0.018578761575253226,0.0168900466562986,0.7361809045226131,5.523028256310872,1659277.4867999998
repeat_21_60d,36,0.027030894639878584,0.02291530304062995,0.8611111111111112,39.83680683204399,72903.12945
repeat_61_252d,57,0.012691924923916284,0.0171833228803716,0.7543859649122807,4.54192095598499,50748.076749999986
old_repeat,6,0.0118175455581473,0.00563844819557625,0.5,4.241426284576977,6139.2455
