window_id,selected_rank,config_hash,trade_date,daily_trades,daily_net_pnl,daily_buy_notional,daily_return,cumulative_net_pnl,overall_cumulative_net_pnl
WF001,1,f4d71f42561534a9,2024-01-16,1,2866.252932,78300.0,0.03660604,2866.252932,2866.252932
WF001,1,f4d71f42561534a9,2024-01-22,2,-3326.762704,130300.0,-0.02553156334612433,-460.50977200000034,-460.50977200000034
WF001,1,f4d71f42561534a9,2024-01-29,1,3239.63454,88500.0,0.03660604,2779.1247679999997,2779.1247679999997
WF001,1,f4d71f42561534a9,2024-01-30,1,-975.1834,53700.0,-0.01815983985102421,1803.9413679999998,1803.9413679999998
WF001,1,f4d71f42561534a9,2024-02-19,1,-1407.2038,63700.0,-0.0220911114599686,396.7375679999998,396.7375679999998
WF001,1,f4d71f42561534a9,2024-02-22,1,-2810.922138,84600.0,-0.03322603,-2414.1845700000003,-2414.1845700000003
WF001,1,f4d71f42561534a9,2024-02-26,2,266.6095605000146,179450.0,0.0014857038757314829,-2147.5750094999858,-2147.5750094999858
WF001,1,f4d71f42561534a9,2024-02-27,1,-2266.015246,68200.0,-0.03322603,-4413.590255499986,-4413.590255499986
WF001,1,f4d71f42561534a9,2024-03-01,2,5285.912176000007,144400.0,0.03660604000000005,872.3219205000214,872.3219205000214
WF001,1,f4d71f42561534a9,2024-03-04,1,1484.5199000000073,64099.99999999999,0.023159436817472814,2356.841820500029,2356.841820500029
WF001,1,f4d71f42561534a9,2024-03-07,1,-3006.9557149999855,90500.0,-0.03322602999999984,-650.1138944999566,-650.1138944999566
WF001,1,f4d71f42561534a9,2024-03-08,1,-3156.4728500000147,95000.0,-0.033226030000000156,-3806.5867444999712,-3806.5867444999712
WF002,1,f4d71f42561534a9,2024-04-02,2,-2248.6647399999997,155500.0,-0.014460866495176847,-2248.6647399999997,-6055.251484499971
WF002,1,f4d71f42561534a9,2024-04-08,1,-1770.9473990000074,53300.0,-0.03322603000000014,-4019.612139000007,-7826.198883499979
WF002,1,f4d71f42561534a9,2024-04-10,1,-1947.045358,58600.0,-0.033226030000000004,-5966.657497000007,-9773.244241499979
WF002,1,f4d71f42561534a9,2024-04-16,1,-2648.114591,79700.0,-0.033226030000000004,-8614.772088000007,-12421.358832499978
WF002,1,f4d71f42561534a9,2024-04-24,1,-3322.603,100000.0,-0.033226030000000004,-11937.375088000008,-15743.96183249998
WF002,1,f4d71f42561534a9,2024-05-06,1,-1744.366575,52500.0,-0.033226030000000004,-13681.741663000008,-17488.32840749998
WF002,1,f4d71f42561534a9,2024-05-14,1,-3090.02079,93000.0,-0.033226030000000004,-16771.762453000007,-20578.349197499978
WF002,1,f4d71f42561534a9,2024-05-16,2,-5459.0367289999995,164300.0,-0.03322603,-22230.799182000006,-26037.385926499977
WF002,1,f4d71f42561534a9,2024-05-20,1,-2000.207006,60200.0,-0.033226030000000004,-24231.006188000007,-28037.592932499978
WF002,1,f4d71f42561534a9,2024-05-23,1,-2777.696108,83600.0,-0.033226030000000004,-27008.702296000007,-30815.289040499978
WF002,1,f4d71f42561534a9,2024-05-24,1,3289.052694,89850.0,0.03660604,-23719.649602000005,-27526.23634649998
WF002,1,f4d71f42561534a9,2024-05-28,1,3466.591988,94700.0,0.03660604,-20253.057614000005,-24059.64435849998
WF002,1,f4d71f42561534a9,2024-06-05,1,-2963.761876,89200.0,-0.033226030000000004,-23216.819490000005,-27023.40623449998
WF002,1,f4d71f42561534a9,2024-06-06,1,-767.0884,51100.0,-0.015011514677103717,-23983.907890000006,-27790.49463449998
WF002,1,f4d71f42561534a9,2024-06-07,1,-3222.92491,97000.0,-0.033226030000000004,-27206.832800000007,-31013.419544499982
WF002,1,f4d71f42561534a9,2024-06-18,1,3331.14964,91000.0,0.03660604,-23875.683160000008,-27682.269904499983
WF002,1,f4d71f42561534a9,2024-06-19,1,-1688.2212000000072,50800.0,-0.03323270078740172,-25563.904360000015,-29370.49110449999
WF002,1,f4d71f42561534a9,2024-06-24,2,-4088.502255,194600.0,-0.021009775205549846,-29652.406615000014,-33458.99335949999
WF003,1,f4d71f42561534a9,2024-07-02,1,-1662.37995,95700.0,-0.017370741379310346,-1662.37995,-35121.37330949999
WF003,1,f4d71f42561534a9,2024-07-08,3,9312.576576000014,254400.0,0.036606040000000055,7650.196626000014,-25808.796733499978
WF003,1,f4d71f42561534a9,2024-07-11,2,-72.18757249999999,181450.0,-0.0003978372692201708,7578.009053500014,-25880.984305999977
WF003,1,f4d71f42561534a9,2024-07-12,3,5268.553432000015,227100.0,0.02319926654337303,12846.562485500028,-20612.43087399996
WF003,1,f4d71f42561534a9,2024-07-17,1,-2425.50019,73000.0,-0.033226030000000004,10421.062295500027,-23037.93106399996
WF003,1,f4d71f42561534a9,2024-08-02,1,2562.4228,70000.0,0.03660604,12983.485095500027,-20475.50826399996
WF003,1,f4d71f42561534a9,2024-08-12,1,-2375.661145,71500.0,-0.033226030000000004,10607.823950500027,-22851.16940899996
WF003,1,f4d71f42561534a9,2024-08-20,1,-904.1159,62400.0,-0.014489036858974359,9703.708050500027,-23755.28530899996
WF003,1,f4d71f42561534a9,2024-08-30,1,3426.325344,93600.0,0.03660604,13130.033394500027,-20328.959964999958
WF003,1,f4d71f42561534a9,2024-09-02,1,-1085.6664,87200.0,-0.012450302752293578,12044.366994500027,-21414.62636499996
WF003,1,f4d71f42561534a9,2024-09-24,2,-5063.6469720000005,152400.0,-0.033226030000000004,6980.720022500027,-26478.273336999962
WF003,1,f4d71f42561534a9,2024-09-25,1,3243.2951439999856,88600.0,0.03660603999999984,10224.015166500012,-23234.978192999977
WF003,1,f4d71f42561534a9,2024-09-26,1,3539.8040680000145,96700.0,0.03660604000000015,13763.819234500026,-19695.17412499996
WF004,1,f4d71f42561534a9,2024-10-01,1,-2418.854984,72800.0,-0.033226030000000004,-2418.854984,-22114.029108999963
WF004,1,f4d71f42561534a9,2024-12-02,1,2910.18018,79500.0,0.03660604,491.3251959999998,-19203.848928999963
WF004,1,f4d71f42561534a9,2024-12-05,1,-332.26910000000004,70500.0,-0.004713036879432624,159.05609599999974,-19536.118028999965
WF004,1,f4d71f42561534a9,2024-12-10,1,-1870.625489,56300.0,-0.033226030000000004,-1711.5693930000002,-21406.743517999967
WF004,1,f4d71f42561534a9,2024-12-23,1,-2634.8241790000147,79300.0,-0.033226030000000184,-4346.393572000015,-24041.56769699998
WF004,1,f4d71f42561534a9,2024-12-27,1,-2751.1152840000145,82800.0,-0.03322603000000018,-7097.5088560000295,-26792.682980999994
WF004,1,f4d71f42561534a9,2024-12-31,1,-1850.689871,55700.0,-0.033226030000000004,-8948.19872700003,-28643.372851999993
WF005,1,f4d71f42561534a9,2025-01-08,1,2024.314012,55300.0,0.03660604,2024.314012,-26619.058839999994
WF005,1,f4d71f42561534a9,2025-01-22,1,-2658.0824000000002,80000.0,-0.033226030000000004,-633.7683880000002,-29277.141239999994
WF005,1,f4d71f42561534a9,2025-02-07,1,2635.63488,72000.0,0.03660604,2001.8664919999999,-26641.506359999992
WF005,1,f4d71f42561534a9,2025-02-17,1,3656.9433960000147,99900.0,0.036606040000000145,5658.809888000014,-22984.56296399998
WF005,1,f4d71f42561534a9,2025-02-21,1,-2172.9823620000075,65400.00000000001,-0.03322603000000011,3485.827526000007,-25157.545325999985
WF005,1,f4d71f42561534a9,2025-02-27,1,-2664.727606,80200.0,-0.03322603,821.0999200000069,-27822.272931999985
WF005,1,f4d71f42561534a9,2025-03-11,1,-867.3476,81500.0,-0.010642301840490798,-46.247679999993125,-28689.620531999986
WF006,1,f4d71f42561534a9,2025-04-10,1,170.89905,84300.0,0.0020272722419928824,170.89905,-28518.721481999986
WF006,1,f4d71f42561534a9,2025-04-14,1,2379.3926000000147,65000.0,0.03660604000000023,2550.2916500000147,-26139.328881999973
WF006,1,f4d71f42561534a9,2025-04-15,1,-2325.8221000000144,70000.0,-0.033226030000000205,224.46955000000025,-28465.15098199999
WF006,1,f4d71f42561534a9,2025-04-16,1,3272.5799760000145,89400.0,0.036606040000000166,3497.049526000015,-25192.571005999973
WF006,1,f4d71f42561534a9,2025-04-22,2,5249.306136000015,143400.0,0.036606040000000103,8746.355662000029,-19943.26486999996
WF006,1,f4d71f42561534a9,2025-04-30,1,-3070.085172,92400.0,-0.033226030000000004,5676.270490000029,-23013.35004199996
WF006,1,f4d71f42561534a9,2025-05-05,1,-3322.603,100000.0,-0.033226030000000004,2353.667490000029,-26335.953041999957
WF006,1,f4d71f42561534a9,2025-05-07,1,-1678.3695,50500.0,-0.033235039603960397,675.2979900000289,-28014.322541999958
WF006,1,f4d71f42561534a9,2025-05-16,1,412.8832,56300.0,0.007333626998223801,1088.181190000029,-27601.439341999958
WF006,1,f4d71f42561534a9,2025-05-20,1,-1844.044665,55500.0,-0.03322603,-755.863474999971,-29445.48400699996
WF006,1,f4d71f42561534a9,2025-05-22,1,486.09000000000003,94600.0,0.005138372093023256,-269.773474999971,-28959.39400699996
WF006,1,f4d71f42561534a9,2025-05-27,1,-2608.243355,78500.0,-0.033226030000000004,-2878.016829999971,-31567.637361999958
WF006,1,f4d71f42561534a9,2025-06-10,1,-3129.892026,94200.0,-0.03322603,-6007.908855999971,-34697.52938799996
WF006,1,f4d71f42561534a9,2025-06-12,1,-2594.9529430000143,78100.0,-0.033226030000000184,-8602.861798999986,-37292.48233099997
WF006,1,f4d71f42561534a9,2025-06-13,1,3232.313332,88300.0,0.03660604,-5370.548466999986,-34060.16899899997
WF006,1,f4d71f42561534a9,2025-06-19,2,-5337.761719500029,160650.0,-0.033226030000000184,-10708.310186500015,-39397.9307185
WF007,1,f4d71f42561534a9,2025-07-16,1,-591.4830999999999,88600.0,-0.006675881489841985,-591.4830999999999,-39989.4138185
WF007,1,f4d71f42561534a9,2025-07-23,1,-2654.759797,79900.0,-0.033226030000000004,-3246.242897,-42644.173615499996
WF007,1,f4d71f42561534a9,2025-07-24,1,2379.3926000000147,65000.0,0.03660604000000023,-866.8502969999854,-40264.78101549998
WF007,1,f4d71f42561534a9,2025-07-29,1,-99.60840000000002,90700.0,-0.0010982183020948183,-966.4586969999855,-40364.38941549998
WF007,1,f4d71f42561534a9,2025-08-05,1,-3030.213936,91200.0,-0.033226030000000004,-3996.6726329999856,-43394.60335149998
WF007,1,f4d71f42561534a9,2025-08-08,1,-1684.9373,50700.0,-0.033233477317554244,-5681.609932999985,-45079.54065149998
WF007,1,f4d71f42561534a9,2025-08-11,1,-2704.598842,81400.0,-0.03322603,-8386.208774999985,-47784.13949349998
WF007,1,f4d71f42561534a9,2025-08-13,1,2716.168168,74200.0,0.03660604,-5670.040606999984,-45067.97132549998
WF007,1,f4d71f42561534a9,2025-08-14,2,-934.9964440000144,149200.0,-0.006266732198391517,-6605.037050999999,-46002.96776949999
WF007,1,f4d71f42561534a9,2025-08-15,1,-2864.083786,86200.0,-0.033226030000000004,-9469.120836999999,-48867.051555499995
WF007,1,f4d71f42561534a9,2025-08-18,1,-2395.596763,72100.0,-0.03322603,-11864.717599999998,-51262.648318499996
WF007,1,f4d71f42561534a9,2025-08-19,1,-2405.5645719999857,72400.0,-0.0332260299999998,-14270.282171999985,-53668.212890499984
WF007,1,f4d71f42561534a9,2025-09-03,1,-3055.1334585,91950.0,-0.03322603,-17325.415630499985,-56723.346348999985
WF007,1,f4d71f42561534a9,2025-09-05,1,2369.9888999999853,98100.00000000001,0.02415890825688058,-14955.4267305,-54353.357449
WF007,1,f4d71f42561534a9,2025-09-08,1,3074.90736,84000.0,0.03660604,-11880.519370499998,-51278.450089000005
WF007,1,f4d71f42561534a9,2025-09-10,1,-1927.1097399999999,58000.0,-0.03322603,-13807.629110499998,-53205.559829000005
WF007,1,f4d71f42561534a9,2025-09-16,1,3495.8768200000145,95500.0,0.03660604000000015,-10311.752290499984,-49709.68300899999
WF007,1,f4d71f42561534a9,2025-09-26,1,2383.053204000007,65099.99999999999,0.03660604000000011,-7928.699086499977,-47326.62980499999
WF008,1,f4d71f42561534a9,2025-10-02,1,3623.9979600000147,99000.0,0.036606040000000145,3623.9979600000147,-43702.631844999974
