profile_name,candidate_hash,signal_date,symbol,name,market,sector,industry,close_price,limit_up_price,turnover_twd,volume_ratio_20d,consecutive_limit_up_count,fill_quality_score,planned_entry_price,planned_exit,target_notional_twd,capped_notional_twd,planned_shares,planned_buy_notional_twd,estimated_buy_cost,estimated_cash_required,ranking,notes,execution_warning
broad_challenger_097dd332,097dd332,2026-06-24,2312,金寶,TWSE,Technology/Electronics,Other Electronics,38.0,38.0,5670949550.0,1.7915669102927425,1,100.0,38.0,Day1 open,300000.0,200000.0,5000,190000.0,170.81,190170.81,1,Ranked by fill_quality_score. Moderate fill proxy reason: moderate_daily_activity_evidence,Paper trade only. Day0 close limit-up fills may not be executable without auction/order-book confirmation.
broad_challenger_097dd332,097dd332,2026-06-24,8105,凌巨,TWSE,Technology/Electronics,Optoelectronics,23.5,23.5,839384700.0,1.6798581334057567,1,100.0,23.5,Day1 open,300000.0,200000.0,8000,188000.0,169.012,188169.012,2,Ranked by fill_quality_score. Moderate fill proxy reason: moderate_daily_activity_evidence,Paper trade only. Day0 close limit-up fills may not be executable without auction/order-book confirmation.
broad_challenger_097dd332,097dd332,2026-06-24,6695,芯鼎,TWSE,Technology/Electronics,Semiconductor,68.9,68.5,830618800.0,4.430695672944691,1,100.0,68.9,Day1 open,300000.0,200000.0,2000,137800.0,123.88220000000001,137923.8822,3,Ranked by fill_quality_score. Moderate fill proxy reason: moderate_daily_activity_evidence,Paper trade only. Day0 close limit-up fills may not be executable without auction/order-book confirmation.
broad_challenger_097dd332,097dd332,2026-06-24,3094,聯傑,TWSE,Technology/Electronics,Semiconductor,45.25,45.2,650167600.0,3.9434729779817306,1,100.0,45.25,Day1 open,300000.0,200000.0,4000,181000.0,162.719,181162.719,4,Ranked by fill_quality_score. Moderate fill proxy reason: moderate_daily_activity_evidence,Paper trade only. Day0 close limit-up fills may not be executable without auction/order-book confirmation.
broad_challenger_097dd332,097dd332,2026-06-24,2483,百容,TWSE,Technology/Electronics,Electronic Components,46.1,46.1,535624400.0,1.9006837297995967,1,100.0,46.1,Day1 open,300000.0,200000.0,4000,184400.0,165.7756,184565.7756,5,Ranked by fill_quality_score. Moderate fill proxy reason: moderate_daily_activity_evidence,Paper trade only. Day0 close limit-up fills may not be executable without auction/order-book confirmation.
