profile_name,candidate_hash,signal_date,symbol,name,market,sector,industry,close_price,limit_up_price,turnover_twd,volume_ratio_20d,consecutive_limit_up_count,fill_quality_score,planned_entry_price,planned_exit,target_notional_twd,capped_notional_twd,planned_shares,planned_buy_notional_twd,estimated_buy_cost,estimated_cash_required,ranking,notes,execution_warning
original_champion_tpex_500m,,2026-07-02,3317,尼克森,TPEX,Technology/Electronics,Semiconductor,97.3,97.0,905416998.0,1.746882209128809,1,100.0,97.3,Day1 open,300000.0,200000.0,2000,194600.0,174.9454,194774.9454,1,Ranked by fill_quality_score. Moderate fill proxy reason: moderate_daily_activity_evidence,Paper trade only. Day0 close limit-up fills may not be executable without auction/order-book confirmation.
